period,store,channel,sessions,users,vdp_views,form_submissions,click_to_call,conversions
2026-02,Chevrolet Cranberry,direct / (none),3384,2680,2387,20,29,49
2026-02,Chevrolet Cranberry,email / newsletter,177,127,308,2,0,2
2026-02,Chevrolet Cranberry,google / cpc,4438,3500,6049,33,50,83
2026-02,Chevrolet Cranberry,google / organic,9848,7414,25351,41,66,107
2026-02,Chevrolet Cranberry,iHeartMedia / radio,2185,1596,2737,5,13,18
2026-02,Honda Monroeville,autotrader / referral,590,461,1311,9,5,14
2026-02,Honda Monroeville,bing / cpc,695,540,1364,4,6,10
2026-02,Honda Monroeville,cars.com / referral,1273,969,3396,12,7,19
2026-02,Honda Monroeville,direct / (none),2532,1900,1888,15,22,37
2026-02,Honda Monroeville,email / newsletter,135,95,244,1,0,1
2026-02,Honda Monroeville,google / cpc,3739,2638,3923,29,45,74
2026-02,Honda Monroeville,google / organic,8218,6019,21048,35,58,93
2026-02,Honda Monroeville,iHeartMedia / radio,1619,1203,1960,3,7,10
2026-02,Nissan Boardman,autotrader / referral,915,725,1997,14,7,21
2026-02,Nissan Boardman,bing / cpc,1144,906,2177,7,9,16
2026-02,Nissan Boardman,cars.com / referral,2016,1441,5263,14,9,23
2026-02,Nissan Boardman,direct / (none),4697,3350,3660,23,34,57
2026-02,Nissan Boardman,email / newsletter,226,165,412,2,0,2
2026-02,Nissan Boardman,google / cpc,5619,3933,6408,28,36,64
2026-02,Nissan Boardman,google / organic,14308,10341,35711,52,84,136
2026-02,Nissan Boardman,iHeartMedia / radio,3094,2311,4360,10,22,32
2026-03,Chevrolet Cranberry,autotrader / referral,768,586,1801,11,6,17
2026-03,Chevrolet Cranberry,bing / cpc,860,604,1601,4,5,9
2026-03,Chevrolet Cranberry,cars.com / referral,1605,1135,4751,13,9,22
2026-03,Chevrolet Cranberry,direct / (none),4274,3276,3741,25,41,66
2026-03,Chevrolet Cranberry,email / newsletter,620,453,1087,6,1,7
2026-03,Chevrolet Cranberry,google / cpc,6667,5176,8182,38,47,85
2026-03,Chevrolet Cranberry,google / organic,12201,9676,32092,49,72,121
2026-03,Chevrolet Cranberry,iHeartMedia / radio,2596,1893,4051,6,13,19
2026-03,Chevrolet Cranberry,tiktok / paid,394,276,413,0,0,0
2026-03,Honda Monroeville,autotrader / referral,629,447,1223,10,6,16
2026-03,Honda Monroeville,bing / cpc,791,557,1484,3,4,7
2026-03,Honda Monroeville,cars.com / referral,1428,1000,3994,11,7,18
2026-03,Honda Monroeville,direct / (none),3066,2201,2089,18,24,42
2026-03,Honda Monroeville,email / newsletter,465,349,855,5,1,6
2026-03,Honda Monroeville,google / cpc,5262,4044,7403,28,36,64
2026-03,Honda Monroeville,google / organic,10045,7422,23588,54,80,134
2026-03,Honda Monroeville,iHeartMedia / radio,1725,1275,2618,5,10,15
2026-03,Honda Monroeville,tiktok / paid,302,212,295,0,0,0
2026-03,Nissan Boardman,autotrader / referral,1176,930,2941,19,11,30
2026-03,Nissan Boardman,bing / cpc,1284,930,2455,6,8,14
2026-03,Nissan Boardman,cars.com / referral,2477,1868,6623,18,11,29
2026-03,Nissan Boardman,direct / (none),6104,4278,4058,35,52,87
2026-03,Nissan Boardman,email / newsletter,852,648,1442,9,2,11
2026-03,Nissan Boardman,google / cpc,8647,6893,12656,49,77,126
2026-03,Nissan Boardman,google / organic,15333,11542,37242,56,81,137
2026-03,Nissan Boardman,iHeartMedia / radio,3322,2339,4693,10,20,30
2026-03,Nissan Boardman,tiktok / paid,576,433,585,0,1,1
2026-04,Chevrolet Cranberry,autotrader / referral,794,632,1811,11,7,18
2026-04,Chevrolet Cranberry,bing / cpc,917,671,1413,5,7,12
2026-04,Chevrolet Cranberry,cars.com / referral,1861,1448,5956,11,7,18
2026-04,Chevrolet Cranberry,direct / (none),4530,3329,3321,33,51,84
2026-04,Chevrolet Cranberry,email / newsletter,211,167,368,1,0,1
2026-04,Chevrolet Cranberry,google / cpc,8477,6343,13308,60,81,141
2026-04,Chevrolet Cranberry,google / organic,12984,9733,31433,58,93,151
2026-04,Chevrolet Cranberry,iHeartMedia / radio,1888,1390,3342,5,13,18
2026-04,Chevrolet Cranberry,tiktok / paid,664,502,516,0,1,1
2026-04,Honda Monroeville,autotrader / referral,579,425,1603,8,5,13
2026-04,Honda Monroeville,bing / cpc,698,551,1144,2,4,6
2026-04,Honda Monroeville,cars.com / referral,1477,1170,4432,12,8,20
2026-04,Honda Monroeville,direct / (none),3049,2264,2345,18,26,44
2026-04,Honda Monroeville,email / newsletter,174,139,281,1,0,1
2026-04,Honda Monroeville,google / cpc,6143,4539,8780,38,51,89
2026-04,Honda Monroeville,google / organic,9286,6540,23753,28,40,68
2026-04,Honda Monroeville,iHeartMedia / radio,1700,1214,2854,4,10,14
2026-04,Honda Monroeville,tiktok / paid,453,334,382,0,0,0
2026-04,Nissan Boardman,autotrader / referral,1117,823,2872,15,7,22
2026-04,Nissan Boardman,bing / cpc,1385,1008,2137,5,6,11
2026-04,Nissan Boardman,cars.com / referral,2550,1976,7244,13,8,21
2026-04,Nissan Boardman,direct / (none),5578,4339,4873,38,55,93
2026-04,Nissan Boardman,email / newsletter,268,191,473,2,0,2
2026-04,Nissan Boardman,google / cpc,11607,8860,20092,76,123,199
2026-04,Nissan Boardman,google / organic,16321,12658,44895,75,122,197
2026-04,Nissan Boardman,iHeartMedia / radio,2795,2114,4829,10,24,34
2026-04,Nissan Boardman,tiktok / paid,865,689,701,1,1,2
2026-05,Chevrolet Cranberry,autotrader / referral,841,611,2570,11,7,18
2026-05,Chevrolet Cranberry,bing / cpc,1067,805,1538,5,7,12
2026-05,Chevrolet Cranberry,cars.com / referral,1848,1311,5921,11,6,17
2026-05,Chevrolet Cranberry,direct / (none),4398,3282,3712,32,48,80
2026-05,Chevrolet Cranberry,email / newsletter,651,508,1006,6,1,7
2026-05,Chevrolet Cranberry,google / cpc,9455,7521,15369,78,99,177
2026-05,Chevrolet Cranberry,google / organic,11854,8681,25774,38,61,99
2026-05,Chevrolet Cranberry,iHeartMedia / radio,1702,1308,3100,6,17,23
2026-05,Chevrolet Cranberry,tiktok / paid,901,635,629,0,1,1
2026-05,Honda Monroeville,autotrader / referral,610,461,1804,8,5,13
2026-05,Honda Monroeville,bing / cpc,709,509,956,3,4,7
2026-05,Honda Monroeville,cars.com / referral,1509,1064,4596,8,5,13
2026-05,Honda Monroeville,direct / (none),3309,2367,2764,24,35,59
2026-05,Honda Monroeville,email / newsletter,504,383,771,4,1,5
2026-05,Honda Monroeville,google / cpc,6897,5203,11962,66,108,174
2026-05,Honda Monroeville,google / organic,9732,7121,23041,46,65,111
2026-05,Honda Monroeville,iHeartMedia / radio,1306,970,2364,5,13,18
2026-05,Honda Monroeville,tiktok / paid,600,444,409,0,0,0
2026-05,Nissan Boardman,autotrader / referral,1147,841,3250,17,8,25
2026-05,Nissan Boardman,bing / cpc,1333,1028,2084,6,8,14
2026-05,Nissan Boardman,cars.com / referral,2731,2173,8675,20,13,33
2026-05,Nissan Boardman,direct / (none),6233,4956,5865,45,73,118
2026-05,Nissan Boardman,email / newsletter,753,595,1298,9,2,11
2026-05,Nissan Boardman,google / cpc,12536,8806,24092,102,136,238
2026-05,Nissan Boardman,google / organic,15834,12285,41145,81,103,184
2026-05,Nissan Boardman,iHeartMedia / radio,2271,1736,4432,7,18,25
2026-05,Nissan Boardman,tiktok / paid,1083,834,788,1,2,3
2026-06,Chevrolet Cranberry,autotrader / referral,731,552,2481,9,5,14
2026-06,Chevrolet Cranberry,bing / cpc,956,756,1233,4,5,9
2026-06,Chevrolet Cranberry,cars.com / referral,1871,1422,6295,12,8,20
2026-06,Chevrolet Cranberry,direct / (none),4227,3080,3623,34,54,88
2026-06,Chevrolet Cranberry,email / newsletter,223,163,309,2,0,2
2026-06,Chevrolet Cranberry,google / cpc,9102,7063,16519,104,151,255
2026-06,Chevrolet Cranberry,google / organic,12673,9819,25973,58,96,154
2026-06,Chevrolet Cranberry,iHeartMedia / radio,1150,900,2426,3,7,10
2026-06,Chevrolet Cranberry,tiktok / paid,1090,779,796,1,1,2
2026-06,Honda Monroeville,autotrader / referral,589,424,1836,6,4,10
2026-06,Honda Monroeville,bing / cpc,766,555,838,4,5,9
2026-06,Honda Monroeville,cars.com / referral,1580,1139,5547,10,5,15
2026-06,Honda Monroeville,direct / (none),3220,2254,2697,24,43,67
2026-06,Honda Monroeville,email / newsletter,150,110,236,2,0,2
2026-06,Honda Monroeville,google / cpc,7276,5814,13462,75,121,196
2026-06,Honda Monroeville,google / organic,10135,8063,20555,40,61,101
2026-06,Honda Monroeville,iHeartMedia / radio,860,631,1926,3,7,10
2026-06,Honda Monroeville,tiktok / paid,843,599,534,0,1,1
2026-06,Nissan Boardman,autotrader / referral,1007,716,2887,13,7,20
2026-06,Nissan Boardman,bing / cpc,1251,930,1434,6,7,13
2026-06,Nissan Boardman,cars.com / referral,2731,2033,9223,19,10,29
2026-06,Nissan Boardman,direct / (none),5597,4205,5941,42,56,98
2026-06,Nissan Boardman,email / newsletter,281,224,465,2,0,2
2026-06,Nissan Boardman,google / cpc,12950,10074,24808,148,194,342
2026-06,Nissan Boardman,google / organic,17452,12794,39564,66,104,170
2026-06,Nissan Boardman,iHeartMedia / radio,1416,1013,3193,6,12,18
2026-06,Nissan Boardman,tiktok / paid,1482,1153,1022,1,2,3
2026-07,Chevrolet Cranberry,autotrader / referral,740,529,2282,8,4,12
2026-07,Chevrolet Cranberry,bing / cpc,1010,722,984,6,7,13
2026-07,Chevrolet Cranberry,cars.com / referral,1632,1266,4875,11,6,17
2026-07,Chevrolet Cranberry,direct / (none),4160,3225,3999,37,48,85
2026-07,Chevrolet Cranberry,email / newsletter,528,380,713,5,1,6
2026-07,Chevrolet Cranberry,google / cpc,7439,5282,14465,91,150,241
2026-07,Chevrolet Cranberry,google / organic,11817,9067,25392,59,83,142
2026-07,Chevrolet Cranberry,iHeartMedia / radio,598,455,1204,2,5,7
2026-07,Chevrolet Cranberry,tiktok / paid,1302,945,816,1,2,3
2026-07,Honda Monroeville,autotrader / referral,533,391,1648,6,4,10
2026-07,Honda Monroeville,bing / cpc,724,572,702,4,5,9
2026-07,Honda Monroeville,cars.com / referral,1509,1110,4956,9,5,14
2026-07,Honda Monroeville,direct / (none),3404,2562,3906,26,37,63
2026-07,Honda Monroeville,email / newsletter,459,348,610,6,2,8
2026-07,Honda Monroeville,google / cpc,5840,4162,12838,70,97,167
2026-07,Honda Monroeville,google / organic,10048,7251,20218,50,79,129
2026-07,Honda Monroeville,iHeartMedia / radio,472,367,1039,2,4,6
2026-07,Honda Monroeville,tiktok / paid,870,674,534,0,1,1
2026-07,Nissan Boardman,autotrader / referral,912,701,3191,10,6,16
2026-07,Nissan Boardman,bing / cpc,1204,933,1390,6,7,13
2026-07,Nissan Boardman,cars.com / referral,2221,1768,6768,14,8,22
2026-07,Nissan Boardman,direct / (none),5066,3721,5289,38,62,100
2026-07,Nissan Boardman,email / newsletter,815,607,1069,7,2,9
2026-07,Nissan Boardman,google / cpc,11411,8066,23795,137,212,349
2026-07,Nissan Boardman,google / organic,15622,11928,34057,78,109,187
2026-07,Nissan Boardman,iHeartMedia / radio,882,687,1961,4,8,12
2026-07,Nissan Boardman,tiktok / paid,1761,1242,1013,1,2,3
2026-08,Chevrolet Cranberry,autotrader / referral,766,587,2692,8,5,13
2026-08,Chevrolet Cranberry,bing / cpc,899,663,1048,4,7,11
2026-08,Chevrolet Cranberry,cars.com / referral,2033,1512,6175,16,9,25
2026-08,Chevrolet Cranberry,direct / (none),4487,3496,6104,41,58,99
2026-08,Chevrolet Cranberry,email / newsletter,213,165,233,3,1,4
2026-08,Chevrolet Cranberry,google / cpc,7562,5994,16099,92,116,208
2026-08,Chevrolet Cranberry,google / organic,11629,8379,21786,48,72,120
2026-08,Chevrolet Cranberry,iHeartMedia / radio,355,263,876,1,3,4
2026-08,Chevrolet Cranberry,tiktok / paid,1453,1082,809,1,2,3
2026-08,Honda Monroeville,autotrader / referral,561,423,2008,6,3,9
2026-08,Honda Monroeville,bing / cpc,757,601,829,5,6,11
2026-08,Honda Monroeville,cars.com / referral,1388,1026,4270,14,9,23
2026-08,Honda Monroeville,direct / (none),3666,2652,4462,30,43,73
2026-08,Honda Monroeville,email / newsletter,165,118,198,2,0,2
2026-08,Honda Monroeville,google / cpc,5652,4015,12815,76,114,190
2026-08,Honda Monroeville,google / organic,10069,7884,15558,47,60,107
2026-08,Honda Monroeville,iHeartMedia / radio,302,223,636,1,3,4
2026-08,Honda Monroeville,tiktok / paid,1164,927,631,1,2,3
2026-08,Nissan Boardman,autotrader / referral,947,685,3398,9,5,14
2026-08,Nissan Boardman,bing / cpc,1379,1048,1282,7,9,16
2026-08,Nissan Boardman,cars.com / referral,2691,2063,8183,22,15,37
2026-08,Nissan Boardman,direct / (none),6284,5013,7263,50,78,128
2026-08,Nissan Boardman,email / newsletter,264,187,340,3,1,4
2026-08,Nissan Boardman,google / cpc,8830,6276,17862,99,131,230
2026-08,Nissan Boardman,google / organic,16869,13360,26762,82,136,218
2026-08,Nissan Boardman,iHeartMedia / radio,505,358,1236,2,6,8
2026-08,Nissan Boardman,tiktok / paid,1795,1432,1043,3,4,7
