period,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2025-02,Chevrolet Cranberry,TrueCar,internet,36,5,3,2,11288,1000
2025-02,Chevrolet Cranberry,Walk In,showroom,67,32,23,9,121702,
2025-02,Chevrolet Cranberry,Website Chat,chat,49,2,1,1,5387,756
2025-02,Honda Monroeville,Autotrader,internet,166,14,8,6,35539,2326
2025-02,Honda Monroeville,CarGurus,internet,39,1,0,1,2620,865
2025-02,Honda Monroeville,CarGurus,phone,10,0,0,0,0,216
2025-02,Honda Monroeville,Cars.com,internet,127,9,5,4,26702,1815
2025-02,Honda Monroeville,Dealer Website,chat,30,1,1,0,3366,
2025-02,Honda Monroeville,Dealer Website,internet,185,19,10,9,56500,
2025-02,Honda Monroeville,Direct Mail Q1,campaign,109,9,6,3,22911,4712
2025-02,Honda Monroeville,Facebook Marketplace,internet,90,10,6,4,19343,745
2025-02,Honda Monroeville,Google Ads,campaign,6,2,1,1,4229,151
2025-02,Honda Monroeville,Google Ads,internet,36,7,3,4,16116,986
2025-02,Honda Monroeville,Google Ads,phone,14,2,1,1,3620,379
2025-02,Honda Monroeville,Inbound Calls,phone,92,13,9,4,41714,
2025-02,Honda Monroeville,Lease Return,campaign,9,3,2,1,4743,
2025-02,Honda Monroeville,Service Conquest,service,29,3,2,1,6242,
2025-02,Honda Monroeville,TrueCar,internet,44,3,2,1,6543,783
2025-02,Honda Monroeville,Walk In,showroom,56,20,14,6,81752,
2025-02,Honda Monroeville,Website Chat,chat,34,4,2,2,9032,592
2025-02,Nissan Boardman,Autotrader,internet,276,23,13,10,73495,4011
2025-02,Nissan Boardman,CarGurus,internet,101,4,1,3,10099,1491
2025-02,Nissan Boardman,CarGurus,phone,25,0,0,0,0,372
2025-02,Nissan Boardman,Cars.com,internet,208,17,9,8,56687,3129
2025-02,Nissan Boardman,Dealer Website,chat,70,4,2,2,13043,
2025-02,Nissan Boardman,Dealer Website,internet,432,42,23,19,140049,
2025-02,Nissan Boardman,Direct Mail Q1,campaign,189,18,13,5,42140,8125
2025-02,Nissan Boardman,Facebook Marketplace,internet,130,7,4,3,15318,1285
2025-02,Nissan Boardman,Google Ads,campaign,9,0,0,0,0,261
2025-02,Nissan Boardman,Google Ads,internet,55,9,4,5,16640,1700
2025-02,Nissan Boardman,Google Ads,phone,21,0,0,0,0,654
2025-02,Nissan Boardman,Inbound Calls,phone,123,17,12,5,48515,
2025-02,Nissan Boardman,Lease Return,campaign,19,6,4,2,10348,
2025-02,Nissan Boardman,Service Conquest,service,78,14,10,4,25532,
2025-02,Nissan Boardman,TrueCar,internet,47,3,2,1,7396,1351
2025-02,Nissan Boardman,Walk In,showroom,95,31,22,9,102226,
2025-02,Nissan Boardman,Website Chat,chat,84,6,3,3,14072,1022
2025-03,Chevrolet Cranberry,Autotrader,internet,213,14,8,6,42329,2960
2025-03,Chevrolet Cranberry,CarGurus,internet,111,8,2,6,21632,1307
2025-03,Chevrolet Cranberry,CarGurus,phone,28,2,0,2,6325,326
2025-03,Chevrolet Cranberry,Cars.com,internet,123,11,6,5,35600,2317
2025-03,Chevrolet Cranberry,Dealer Website,chat,41,1,1,0,3772,
2025-03,Chevrolet Cranberry,Dealer Website,internet,252,26,14,12,100163,
2025-03,Chevrolet Cranberry,Direct Mail Q1,campaign,83,7,5,2,18542,3848
2025-03,Chevrolet Cranberry,Facebook Marketplace,internet,199,15,8,7,33814,1252
2025-03,Chevrolet Cranberry,Google Ads,campaign,8,2,1,1,4294,234
2025-03,Chevrolet Cranberry,Google Ads,internet,55,17,7,10,32335,1524
2025-03,Chevrolet Cranberry,Google Ads,phone,21,6,2,4,12704,586
2025-03,Chevrolet Cranberry,Inbound Calls,phone,91,26,19,7,90062,
2025-03,Chevrolet Cranberry,Lease Return,campaign,38,12,9,3,20079,
2025-03,Chevrolet Cranberry,Service Conquest,service,50,10,7,3,23866,
2025-03,Chevrolet Cranberry,TrueCar,internet,42,1,1,0,2836,962
2025-03,Chevrolet Cranberry,Walk In,showroom,70,20,14,6,64791,
2025-03,Chevrolet Cranberry,Website Chat,chat,58,6,3,3,16344,762
2025-03,Honda Monroeville,Autotrader,internet,185,9,5,4,24482,2320
2025-03,Honda Monroeville,CarGurus,internet,45,3,1,2,9402,1024
2025-03,Honda Monroeville,CarGurus,phone,11,0,0,0,0,256
2025-03,Honda Monroeville,Cars.com,internet,138,12,7,5,36466,1816
2025-03,Honda Monroeville,Dealer Website,chat,38,6,3,3,17453,
2025-03,Honda Monroeville,Dealer Website,internet,233,20,11,9,77248,
2025-03,Honda Monroeville,Direct Mail Q1,campaign,65,7,5,2,17174,3016
2025-03,Honda Monroeville,Facebook Marketplace,internet,119,6,3,3,15093,981
2025-03,Honda Monroeville,Google Ads,campaign,9,1,0,1,1876,183
2025-03,Honda Monroeville,Google Ads,internet,57,13,5,8,25403,1194
2025-03,Honda Monroeville,Google Ads,phone,22,9,4,5,17509,459
2025-03,Honda Monroeville,Inbound Calls,phone,110,22,16,6,66092,
2025-03,Honda Monroeville,Lease Return,campaign,30,10,7,3,17348,
2025-03,Honda Monroeville,Service Conquest,service,34,6,4,2,11445,
2025-03,Honda Monroeville,TrueCar,internet,41,2,1,1,5377,754
2025-03,Honda Monroeville,Walk In,showroom,60,16,12,4,57207,
2025-03,Honda Monroeville,Website Chat,chat,39,1,1,0,2438,597
2025-03,Nissan Boardman,Autotrader,internet,363,28,15,13,85994,4001
2025-03,Nissan Boardman,CarGurus,internet,164,14,3,11,39742,1766
2025-03,Nissan Boardman,CarGurus,phone,41,1,0,1,2815,441
2025-03,Nissan Boardman,Cars.com,internet,247,11,6,5,29677,3131
2025-03,Nissan Boardman,Dealer Website,chat,78,12,7,5,42201,
2025-03,Nissan Boardman,Dealer Website,internet,478,57,31,26,209269,
2025-03,Nissan Boardman,Direct Mail Q1,campaign,130,7,5,2,19596,5200
2025-03,Nissan Boardman,Facebook Marketplace,internet,188,4,2,2,7605,1692
2025-03,Nissan Boardman,Google Ads,campaign,12,4,2,2,8152,316
2025-03,Nissan Boardman,Google Ads,internet,76,11,5,6,22457,2060
2025-03,Nissan Boardman,Google Ads,phone,29,4,2,2,9611,792
2025-03,Nissan Boardman,Inbound Calls,phone,167,26,19,7,79841,
2025-03,Nissan Boardman,Lease Return,campaign,53,15,11,4,23892,
2025-03,Nissan Boardman,Service Conquest,service,82,24,17,7,54824,
2025-03,Nissan Boardman,TrueCar,internet,47,4,2,2,11447,1300
2025-03,Nissan Boardman,Walk In,showroom,104,21,15,6,67351,
2025-03,Nissan Boardman,Website Chat,chat,101,4,2,2,10530,1030
2025-04,Chevrolet Cranberry,Autotrader,internet,208,14,8,6,43652,2952
2025-04,Chevrolet Cranberry,CarGurus,internet,109,6,1,5,16971,1524
2025-04,Chevrolet Cranberry,CarGurus,phone,27,2,0,2,4994,381
2025-04,Chevrolet Cranberry,Cars.com,internet,114,8,4,4,27863,2318
2025-04,Chevrolet Cranberry,Dealer Website,chat,47,5,3,2,15818,
2025-04,Chevrolet Cranberry,Dealer Website,internet,288,24,13,11,75703,
2025-04,Chevrolet Cranberry,Facebook Marketplace,internet,223,9,5,4,21589,1586
2025-04,Chevrolet Cranberry,Google Ads,campaign,11,6,2,4,13069,271
2025-04,Chevrolet Cranberry,Google Ads,internet,69,16,7,9,32438,1767
2025-04,Chevrolet Cranberry,Google Ads,phone,26,5,2,3,11954,679
2025-04,Chevrolet Cranberry,Inbound Calls,phone,97,22,16,6,77164,
2025-04,Chevrolet Cranberry,Lease Return,campaign,14,5,4,1,9717,
2025-04,Chevrolet Cranberry,Service Conquest,service,51,9,6,3,16834,
2025-04,Chevrolet Cranberry,TrueCar,internet,35,1,1,0,2828,926
2025-04,Chevrolet Cranberry,Walk In,showroom,77,32,23,9,99559,
2025-04,Chevrolet Cranberry,Website Chat,chat,61,7,4,3,20379,767
2025-04,Honda Monroeville,Autotrader,internet,181,14,8,6,34993,2314
2025-04,Honda Monroeville,CarGurus,internet,52,6,1,5,15237,1194
2025-04,Honda Monroeville,CarGurus,phone,13,2,0,2,5534,298
2025-04,Honda Monroeville,Cars.com,internet,154,17,9,8,46464,1817
2025-04,Honda Monroeville,Dealer Website,chat,39,4,2,2,14905,
2025-04,Honda Monroeville,Dealer Website,internet,237,35,19,16,133082,
2025-04,Honda Monroeville,Facebook Marketplace,internet,143,6,3,3,11567,1243
2025-04,Honda Monroeville,Google Ads,campaign,11,2,1,1,4366,213
2025-04,Honda Monroeville,Google Ads,internet,69,13,5,8,27038,1385
2025-04,Honda Monroeville,Google Ads,phone,27,11,5,6,24094,532
2025-04,Honda Monroeville,Inbound Calls,phone,110,21,15,6,70757,
2025-04,Honda Monroeville,Lease Return,campaign,10,6,4,2,8877,
2025-04,Honda Monroeville,Service Conquest,service,30,4,3,1,8117,
2025-04,Honda Monroeville,TrueCar,internet,49,1,1,0,2490,725
2025-04,Honda Monroeville,Walk In,showroom,69,20,14,6,71590,
2025-04,Honda Monroeville,Website Chat,chat,41,2,1,1,4651,601
2025-04,Nissan Boardman,Autotrader,internet,328,21,12,9,68919,3990
2025-04,Nissan Boardman,CarGurus,internet,171,10,2,8,31852,2060
2025-04,Nissan Boardman,CarGurus,phone,43,1,0,1,3158,515
2025-04,Nissan Boardman,Cars.com,internet,256,17,9,8,44994,3133
2025-04,Nissan Boardman,Dealer Website,chat,74,7,4,3,27022,
2025-04,Nissan Boardman,Dealer Website,internet,457,55,30,25,190475,
2025-04,Nissan Boardman,Facebook Marketplace,internet,264,9,5,4,19749,2143
2025-04,Nissan Boardman,Google Ads,campaign,14,4,2,2,8092,367
2025-04,Nissan Boardman,Google Ads,internet,94,19,8,11,35695,2388
2025-04,Nissan Boardman,Google Ads,phone,36,7,3,4,15663,918
2025-04,Nissan Boardman,Inbound Calls,phone,170,35,25,10,94344,
2025-04,Nissan Boardman,Lease Return,campaign,18,6,4,2,10761,
2025-04,Nissan Boardman,Service Conquest,service,82,21,15,6,46733,
2025-04,Nissan Boardman,TrueCar,internet,45,2,1,1,5654,1251
2025-04,Nissan Boardman,Walk In,showroom,123,38,27,11,151019,
2025-04,Nissan Boardman,Website Chat,chat,104,6,3,3,14415,1037
2025-05,Chevrolet Cranberry,Autotrader,internet,228,16,9,7,42546,2944
2025-05,Chevrolet Cranberry,CarGurus,internet,127,11,2,9,29066,1754
2025-05,Chevrolet Cranberry,CarGurus,phone,32,5,1,4,15366,438
2025-05,Chevrolet Cranberry,Cars.com,internet,141,12,7,5,40474,2320
2025-05,Chevrolet Cranberry,Dealer Website,chat,44,6,3,3,19677,
2025-05,Chevrolet Cranberry,Dealer Website,internet,269,43,24,19,126153,
2025-05,Chevrolet Cranberry,Facebook Marketplace,internet,302,19,10,9,40313,1812
2025-05,Chevrolet Cranberry,Google Ads,campaign,12,5,2,3,10392,304
2025-05,Chevrolet Cranberry,Google Ads,internet,75,16,7,9,29593,1981
2025-05,Chevrolet Cranberry,Google Ads,phone,29,7,3,4,13090,762
2025-05,Chevrolet Cranberry,Inbound Calls,phone,97,24,17,7,78924,
2025-05,Chevrolet Cranberry,Lease Return,campaign,14,4,3,1,5914,
2025-05,Chevrolet Cranberry,TrueCar,internet,38,3,2,1,7899,891
2025-05,Chevrolet Cranberry,Walk In,showroom,79,21,15,6,78764,
2025-05,Chevrolet Cranberry,Website Chat,chat,66,6,3,3,16858,773
2025-05,Honda Monroeville,Autotrader,internet,212,18,10,8,51591,2308
2025-05,Honda Monroeville,CarGurus,internet,70,5,1,4,13475,1375
2025-05,Honda Monroeville,CarGurus,phone,17,1,0,1,2907,343
2025-05,Honda Monroeville,Cars.com,internet,150,7,4,3,19649,1818
2025-05,Honda Monroeville,Dealer Website,chat,43,4,2,2,14658,
2025-05,Honda Monroeville,Dealer Website,internet,263,20,11,9,67281,
2025-05,Honda Monroeville,Facebook Marketplace,internet,195,14,8,6,28568,1420
2025-05,Honda Monroeville,Google Ads,campaign,12,4,2,2,9290,238
2025-05,Honda Monroeville,Google Ads,internet,80,21,9,12,46813,1553
2025-05,Honda Monroeville,Google Ads,phone,31,4,2,2,8789,597
2025-05,Honda Monroeville,Inbound Calls,phone,108,16,12,4,47447,
2025-05,Honda Monroeville,Lease Return,campaign,10,1,1,0,1712,
2025-05,Honda Monroeville,TrueCar,internet,40,4,2,2,10181,698
2025-05,Honda Monroeville,Walk In,showroom,65,30,22,8,96685,
2025-05,Honda Monroeville,Website Chat,chat,41,0,0,0,0,606
2025-05,Nissan Boardman,Autotrader,internet,379,33,18,15,101659,3979
2025-05,Nissan Boardman,CarGurus,internet,213,11,2,9,29720,2371
2025-05,Nissan Boardman,CarGurus,phone,53,0,0,0,0,592
2025-05,Nissan Boardman,Cars.com,internet,250,21,12,9,66788,3135
2025-05,Nissan Boardman,Dealer Website,chat,78,10,6,4,29759,
2025-05,Nissan Boardman,Dealer Website,internet,481,56,31,25,172404,
2025-05,Nissan Boardman,Facebook Marketplace,internet,326,12,7,5,23033,2449
2025-05,Nissan Boardman,Google Ads,campaign,16,2,1,1,4817,412
2025-05,Nissan Boardman,Google Ads,internet,106,28,11,17,65672,2678
2025-05,Nissan Boardman,Google Ads,phone,41,10,4,6,18094,1030
2025-05,Nissan Boardman,Inbound Calls,phone,170,28,20,8,92378,
2025-05,Nissan Boardman,Lease Return,campaign,19,5,4,1,7951,
2025-05,Nissan Boardman,TrueCar,internet,47,2,1,1,5628,1204
2025-05,Nissan Boardman,Walk In,showroom,121,37,27,10,120578,
2025-05,Nissan Boardman,Website Chat,chat,96,6,3,3,16126,1045
2025-06,Chevrolet Cranberry,Autotrader,internet,205,22,12,10,61238,2937
2025-06,Chevrolet Cranberry,CarGurus,internet,142,12,2,10,31585,1996
2025-06,Chevrolet Cranberry,CarGurus,phone,36,2,0,2,5043,499
2025-06,Chevrolet Cranberry,Cars.com,internet,115,9,5,4,29843,2321
2025-06,Chevrolet Cranberry,Dealer Website,chat,46,6,3,3,18774,
2025-06,Chevrolet Cranberry,Dealer Website,internet,280,34,19,15,120960,
2025-06,Chevrolet Cranberry,Facebook Marketplace,internet,299,13,7,6,31019,1812
2025-06,Chevrolet Cranberry,Google Ads,campaign,12,3,1,2,6617,332
2025-06,Chevrolet Cranberry,Google Ads,internet,78,20,8,12,36293,2163
2025-06,Chevrolet Cranberry,Google Ads,phone,30,7,3,4,15877,832
2025-06,Chevrolet Cranberry,Inbound Calls,phone,92,28,20,8,93953,
2025-06,Chevrolet Cranberry,Lease Return,campaign,36,13,9,4,24439,
2025-06,Chevrolet Cranberry,TrueCar,internet,39,6,3,3,13482,857
2025-06,Chevrolet Cranberry,Walk In,showroom,75,30,22,8,100289,
2025-06,Chevrolet Cranberry,Website Chat,chat,70,2,1,1,5151,779
2025-06,Honda Monroeville,Autotrader,internet,208,8,4,4,24378,2301
2025-06,Honda Monroeville,CarGurus,internet,72,7,1,6,17445,1564
2025-06,Honda Monroeville,CarGurus,phone,18,1,0,1,2729,391
2025-06,Honda Monroeville,Cars.com,internet,147,15,8,7,41904,1819
2025-06,Honda Monroeville,Dealer Website,chat,43,2,1,1,6619,
2025-06,Honda Monroeville,Dealer Website,internet,265,29,16,13,91459,
2025-06,Honda Monroeville,Facebook Marketplace,internet,183,9,5,4,17966,1420
2025-06,Honda Monroeville,Google Ads,campaign,12,1,0,1,2220,260
2025-06,Honda Monroeville,Google Ads,internet,79,12,5,7,21460,1695
2025-06,Honda Monroeville,Google Ads,phone,30,4,2,2,9324,652
2025-06,Honda Monroeville,Inbound Calls,phone,104,27,19,8,78559,
2025-06,Honda Monroeville,Lease Return,campaign,26,8,6,2,12855,
2025-06,Honda Monroeville,TrueCar,internet,41,2,1,1,4911,672
2025-06,Honda Monroeville,Walk In,showroom,62,25,18,7,99018,
2025-06,Honda Monroeville,Website Chat,chat,44,2,1,1,4872,610
2025-06,Nissan Boardman,Autotrader,internet,330,19,10,9,49570,3968
2025-06,Nissan Boardman,CarGurus,internet,251,16,3,13,48342,2698
2025-06,Nissan Boardman,CarGurus,phone,63,3,1,2,7970,674
2025-06,Nissan Boardman,Cars.com,internet,251,24,13,11,70250,3137
2025-06,Nissan Boardman,Dealer Website,chat,90,10,6,4,32479,
2025-06,Nissan Boardman,Dealer Website,internet,551,74,41,33,225393,
2025-06,Nissan Boardman,Facebook Marketplace,internet,302,12,7,5,30241,2449
2025-06,Nissan Boardman,Google Ads,campaign,17,6,2,4,12583,449
2025-06,Nissan Boardman,Google Ads,internet,111,17,7,10,31582,2923
2025-06,Nissan Boardman,Google Ads,phone,43,13,5,8,25600,1124
2025-06,Nissan Boardman,Inbound Calls,phone,174,22,16,6,76703,
2025-06,Nissan Boardman,Lease Return,campaign,55,17,12,5,31280,
2025-06,Nissan Boardman,TrueCar,internet,42,1,1,0,2395,1158
2025-06,Nissan Boardman,Walk In,showroom,120,31,22,9,98039,
2025-06,Nissan Boardman,Website Chat,chat,101,5,3,2,11419,1053
2025-07,Chevrolet Cranberry,Autotrader,internet,228,16,9,7,51325,2929
2025-07,Chevrolet Cranberry,CarGurus,internet,167,10,2,8,25145,2249
2025-07,Chevrolet Cranberry,CarGurus,phone,42,3,1,2,7851,562
2025-07,Chevrolet Cranberry,Cars.com,internet,118,13,7,6,37276,2322
2025-07,Chevrolet Cranberry,Dealer Website,chat,48,3,2,1,11611,
2025-07,Chevrolet Cranberry,Dealer Website,internet,294,35,19,16,103218,
2025-07,Chevrolet Cranberry,Facebook Marketplace,internet,223,15,8,7,35838,1586
2025-07,Chevrolet Cranberry,Google Ads,campaign,15,1,0,1,2184,355
2025-07,Chevrolet Cranberry,Google Ads,internet,97,30,12,18,59304,2309
2025-07,Chevrolet Cranberry,Google Ads,phone,37,5,2,3,9249,888
2025-07,Chevrolet Cranberry,Inbound Calls,phone,92,22,16,6,72182,
2025-07,Chevrolet Cranberry,Lease Return,campaign,12,0,0,0,0,
2025-07,Chevrolet Cranberry,TrueCar,internet,35,1,1,0,2141,825
2025-07,Chevrolet Cranberry,Walk In,showroom,67,34,24,10,136013,
2025-07,Chevrolet Cranberry,Website Chat,chat,62,6,3,3,16483,785
2025-07,Honda Monroeville,Autotrader,internet,194,14,8,6,35013,2295
2025-07,Honda Monroeville,CarGurus,internet,76,3,1,2,7124,1763
2025-07,Honda Monroeville,CarGurus,phone,19,2,0,2,5005,440
2025-07,Honda Monroeville,Cars.com,internet,133,13,7,6,40440,1820
2025-07,Honda Monroeville,Dealer Website,chat,37,2,1,1,6787,
2025-07,Honda Monroeville,Dealer Website,internet,226,41,23,18,150078,
2025-07,Honda Monroeville,Facebook Marketplace,internet,139,5,3,2,9590,1243
2025-07,Honda Monroeville,Google Ads,campaign,14,1,0,1,1898,278
2025-07,Honda Monroeville,Google Ads,internet,90,16,7,9,33210,1809
2025-07,Honda Monroeville,Google Ads,phone,35,5,2,3,10906,696
2025-07,Honda Monroeville,Inbound Calls,phone,106,23,17,6,67182,
2025-07,Honda Monroeville,Lease Return,campaign,8,4,3,1,7431,
2025-07,Honda Monroeville,TrueCar,internet,36,2,1,1,4559,646
2025-07,Honda Monroeville,Walk In,showroom,61,27,19,8,98003,
2025-07,Honda Monroeville,Website Chat,chat,46,4,2,2,11044,615
2025-07,Nissan Boardman,Autotrader,internet,359,19,10,9,46961,3958
2025-07,Nissan Boardman,CarGurus,internet,268,20,4,16,63422,3040
2025-07,Nissan Boardman,CarGurus,phone,67,2,0,2,4838,760
2025-07,Nissan Boardman,Cars.com,internet,246,13,7,6,37938,3138
2025-07,Nissan Boardman,Dealer Website,chat,89,15,8,7,56237,
2025-07,Nissan Boardman,Dealer Website,internet,549,66,36,30,226878,
2025-07,Nissan Boardman,Facebook Marketplace,internet,276,12,7,5,27064,2143
2025-07,Nissan Boardman,Google Ads,campaign,20,4,2,2,7342,480
2025-07,Nissan Boardman,Google Ads,internet,127,24,10,14,51076,3120
2025-07,Nissan Boardman,Google Ads,phone,49,11,5,6,21412,1200
2025-07,Nissan Boardman,Inbound Calls,phone,142,38,27,11,133500,
2025-07,Nissan Boardman,Lease Return,campaign,19,11,8,3,16472,
2025-07,Nissan Boardman,TrueCar,internet,46,2,1,1,5024,1114
2025-07,Nissan Boardman,Walk In,showroom,104,30,22,8,124153,
2025-07,Nissan Boardman,Website Chat,chat,91,7,4,3,20255,1061
2025-08,Chevrolet Cranberry,Autotrader,internet,233,20,11,9,54934,2921
2025-08,Chevrolet Cranberry,CarGurus,internet,171,8,2,6,19253,2109
2025-08,Chevrolet Cranberry,CarGurus,phone,43,1,0,1,2377,527
2025-08,Chevrolet Cranberry,Cars.com,internet,137,11,6,5,35408,2324
2025-08,Chevrolet Cranberry,Dealer Website,chat,49,8,4,4,26742,
2025-08,Chevrolet Cranberry,Dealer Website,internet,301,37,20,17,127516,
2025-08,Chevrolet Cranberry,Facebook Marketplace,internet,194,15,8,7,31583,1252
2025-08,Chevrolet Cranberry,Google Ads,campaign,17,3,1,2,5899,371
2025-08,Chevrolet Cranberry,Google Ads,internet,110,24,10,14,46333,2415
2025-08,Chevrolet Cranberry,Google Ads,phone,42,7,3,4,14037,928
2025-08,Chevrolet Cranberry,Inbound Calls,phone,101,20,14,6,60003,
2025-08,Chevrolet Cranberry,Lease Return,campaign,11,4,3,1,5898,
2025-08,Chevrolet Cranberry,TrueCar,internet,32,1,1,0,2402,793
2025-08,Chevrolet Cranberry,Walk In,showroom,82,32,23,9,107123,
2025-08,Chevrolet Cranberry,Website Chat,chat,74,4,2,2,9934,791
2025-08,Honda Monroeville,Autotrader,internet,220,16,9,7,51555,2289
2025-08,Honda Monroeville,CarGurus,internet,93,7,1,6,21467,1653
2025-08,Honda Monroeville,CarGurus,phone,23,1,0,1,3100,413
2025-08,Honda Monroeville,Cars.com,internet,130,11,6,5,35630,1821
2025-08,Honda Monroeville,Dealer Website,chat,40,7,4,3,26360,
2025-08,Honda Monroeville,Dealer Website,internet,243,22,12,10,84517,
2025-08,Honda Monroeville,Facebook Marketplace,internet,117,3,2,1,6493,981
2025-08,Honda Monroeville,Google Ads,campaign,13,1,0,1,1855,291
2025-08,Honda Monroeville,Google Ads,internet,88,31,13,18,56693,1892
2025-08,Honda Monroeville,Google Ads,phone,34,6,2,4,13196,728
2025-08,Honda Monroeville,Inbound Calls,phone,117,24,17,7,69603,
2025-08,Honda Monroeville,Lease Return,campaign,9,2,1,1,3720,
2025-08,Honda Monroeville,TrueCar,internet,37,1,1,0,2460,622
2025-08,Honda Monroeville,Walk In,showroom,61,28,20,8,113007,
2025-08,Honda Monroeville,Website Chat,chat,46,4,2,2,9704,620
2025-08,Nissan Boardman,Autotrader,internet,353,21,12,9,66958,3947
2025-08,Nissan Boardman,CarGurus,internet,276,17,3,14,51206,2850
2025-08,Nissan Boardman,CarGurus,phone,69,4,1,3,10590,712
2025-08,Nissan Boardman,Cars.com,internet,270,22,12,10,65707,3140
2025-08,Nissan Boardman,Dealer Website,chat,78,11,6,5,41502,
2025-08,Nissan Boardman,Dealer Website,internet,477,66,36,30,210746,
2025-08,Nissan Boardman,Facebook Marketplace,internet,212,9,5,4,21736,1692
2025-08,Nissan Boardman,Google Ads,campaign,22,6,2,4,11069,502
2025-08,Nissan Boardman,Google Ads,internet,142,32,13,19,73343,3263
2025-08,Nissan Boardman,Google Ads,phone,54,10,4,6,21035,1255
2025-08,Nissan Boardman,Inbound Calls,phone,146,26,19,7,88389,
2025-08,Nissan Boardman,Lease Return,campaign,18,4,3,1,6390,
2025-08,Nissan Boardman,TrueCar,internet,39,1,1,0,2695,1072
2025-08,Nissan Boardman,Walk In,showroom,127,53,38,15,205209,
2025-08,Nissan Boardman,Website Chat,chat,103,8,4,4,22274,1069
2025-09,Chevrolet Cranberry,Autotrader,internet,230,16,9,7,53033,2913
2025-09,Chevrolet Cranberry,CarGurus,internet,136,11,2,9,33167,1968
2025-09,Chevrolet Cranberry,CarGurus,phone,34,3,1,2,8113,492
2025-09,Chevrolet Cranberry,Cars.com,internet,109,13,7,6,36153,2325
2025-09,Chevrolet Cranberry,Dealer Website,chat,45,6,3,3,20572,
2025-09,Chevrolet Cranberry,Dealer Website,internet,278,28,15,13,95386,
2025-09,Chevrolet Cranberry,Facebook Marketplace,internet,125,3,2,1,6863,951
2025-09,Chevrolet Cranberry,Google Ads,campaign,15,2,1,1,4351,381
2025-09,Chevrolet Cranberry,Google Ads,internet,99,26,11,15,60150,2479
2025-09,Chevrolet Cranberry,Google Ads,phone,38,12,5,7,21701,953
2025-09,Chevrolet Cranberry,Inbound Calls,phone,89,16,12,4,57082,
2025-09,Chevrolet Cranberry,Lease Return,campaign,29,12,9,3,23085,
2025-09,Chevrolet Cranberry,TrueCar,internet,28,3,2,1,8502,763
2025-09,Chevrolet Cranberry,Walk In,showroom,68,27,19,8,98605,
2025-09,Chevrolet Cranberry,Website Chat,chat,62,6,3,3,13500,797
2025-09,Honda Monroeville,Autotrader,internet,179,12,7,5,36014,2283
2025-09,Honda Monroeville,CarGurus,internet,77,1,0,1,2830,1542
2025-09,Honda Monroeville,CarGurus,phone,19,2,0,2,6330,385
2025-09,Honda Monroeville,Cars.com,internet,122,12,7,5,34685,1822
2025-09,Honda Monroeville,Dealer Website,chat,36,3,2,1,11038,
2025-09,Honda Monroeville,Dealer Website,internet,223,27,15,12,96202,
2025-09,Honda Monroeville,Facebook Marketplace,internet,97,6,3,3,12403,745
2025-09,Honda Monroeville,Google Ads,campaign,12,1,0,1,1924,298
2025-09,Honda Monroeville,Google Ads,internet,80,17,7,10,36611,1943
2025-09,Honda Monroeville,Google Ads,phone,31,7,3,4,13758,747
2025-09,Honda Monroeville,Inbound Calls,phone,95,23,17,6,71793,
2025-09,Honda Monroeville,Lease Return,campaign,19,9,6,3,17196,
2025-09,Honda Monroeville,TrueCar,internet,30,3,2,1,7467,598
2025-09,Honda Monroeville,Walk In,showroom,60,18,13,5,71290,
2025-09,Honda Monroeville,Website Chat,chat,44,0,0,0,0,624
2025-09,Nissan Boardman,Autotrader,internet,305,23,13,10,70786,3936
2025-09,Nissan Boardman,CarGurus,internet,214,10,2,8,30998,2660
2025-09,Nissan Boardman,CarGurus,phone,53,3,1,2,9050,665
2025-09,Nissan Boardman,Cars.com,internet,240,21,12,9,71033,3142
2025-09,Nissan Boardman,Dealer Website,chat,69,8,4,4,26050,
2025-09,Nissan Boardman,Dealer Website,internet,425,40,22,18,149240,
2025-09,Nissan Boardman,Facebook Marketplace,internet,157,12,7,5,26895,1285
2025-09,Nissan Boardman,Google Ads,campaign,20,5,2,3,10896,515
2025-09,Nissan Boardman,Google Ads,internet,131,37,15,22,70945,3350
2025-09,Nissan Boardman,Google Ads,phone,50,10,4,6,22396,1288
2025-09,Nissan Boardman,Inbound Calls,phone,149,39,28,11,136935,
2025-09,Nissan Boardman,Lease Return,campaign,42,7,5,2,12847,
2025-09,Nissan Boardman,TrueCar,internet,35,2,1,1,4836,1032
2025-09,Nissan Boardman,Walk In,showroom,102,40,29,11,127196,
2025-09,Nissan Boardman,Website Chat,chat,105,10,6,4,29512,1077
2025-10,Chevrolet Cranberry,Autotrader,internet,219,17,9,8,56572,2905
2025-10,Chevrolet Cranberry,CarGurus,internet,141,11,2,9,28176,1827
2025-10,Chevrolet Cranberry,CarGurus,phone,35,3,1,2,8517,456
2025-10,Chevrolet Cranberry,Cars.com,internet,121,11,6,5,38289,2326
2025-10,Chevrolet Cranberry,Dealer Website,chat,47,7,4,3,22115,
2025-10,Chevrolet Cranberry,Dealer Website,internet,287,25,14,11,92404,
2025-10,Chevrolet Cranberry,Facebook Marketplace,internet,94,7,4,3,17329,754
2025-10,Chevrolet Cranberry,Google Ads,campaign,13,4,2,2,7199,384
2025-10,Chevrolet Cranberry,Google Ads,internet,87,20,8,12,37879,2501
