deal_id,date,group,store,source,lead_type,new_used,make,model,model_year,sale_price,front_gross,back_gross,fi_products,salesperson_id,days_to_close
D111503,2024-11-04,Summit Auto Group,Summit Honda Westland,Walk In,showroom,used,Honda,Civic,2017,19454,3468,1812,1,SP639,26
D130931,2024-11-04,Summit Auto Group,Summit Hyundai Oakhurst,Cars .com,internet,used,Hyundai,Tucson,2023,18851,2749,601,0,SP427,32
D131574,2024-11-04,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,new,Hyundai,Kona,2024,39674,3427,817,1,SP702,42
D131597,2024-11-04,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,used,Kia,K5,2020,18560,2755,1840,2,SP504,30
D131982,2024-11-04,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,new,Hyundai,Kona,2024,34661,1391,368,0,SP673,18
D131985,2024-11-04,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,new,Hyundai,Tucson,2024,42139,942,347,1,SP427,22
D134125,2024-11-04,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,used,Chevrolet,Silverado,2019,27914,2329,781,1,SP533,36
D145849,2024-11-04,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,new,Jeep Ram,Wrangler,2024,37643,2609,746,0,SP462,44
D147346,2024-11-04,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Ram 1500,2024,30066,2992,608,3,SP257,29
D148285,2024-11-04,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,new,Jeep Ram,Ram 1500,2024,39435,1704,688,3,SP503,13
D149135,2024-11-04,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,new,Jeep Ram,Wrangler,2024,38684,2203,1755,2,SP684,44
D149142,2024-11-04,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,new,Jeep Ram,Gladiator,2024,44687,3349,1367,0,SP923,33
D149151,2024-11-04,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,used,Jeep Ram,Ram 1500,2020,24703,2397,1157,3,SP216,16
D135682,2024-11-04,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,used,Hyundai,Palisade,2021,24431,2458,1329,0,SP464,2
D135683,2024-11-04,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,used,Honda,Accord,2023,24555,2244,597,3,SP734,34
D137265,2024-11-04,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,used,Kia,Telluride,2023,25842,2497,991,3,SP734,17
D138118,2024-11-04,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,new,Kia,Sorento,2024,41971,1985,948,1,SP586,12
D138777,2024-11-04,Summit Auto Group,Summit Kia Brookfield,True Car,internet,new,Kia,K5,2024,47825,1691,910,1,SP586,36
D139279,2024-11-04,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,new,Mazda,CX-5,2024,40811,2892,608,1,SP462,17
D140806,2024-11-04,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,used,Chevrolet,Traverse,2021,29940,1929,767,1,SP713,12
D141492,2024-11-04,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,new,Mazda,Mazda3,2024,46554,2957,680,0,SP397,10
D126824,2024-11-04,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,new,Nissan,Rogue,2024,28902,1728,1118,3,SP731,7
D129005,2024-11-04,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,used,Kia,Sorento,2020,30290,1795,1392,1,SP977,0
D142191,2024-11-04,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,new,Subaru,Impreza,2024,32990,2856,817,0,SP302,13
D143285,2024-11-04,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,new,Subaru,WRX,2024,36896,2949,1537,1,SP507,18
D101565,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,new,Toyota,Camry,2024,41549,1740,648,0,SP809,17
D102436,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,new,Toyota,RAV4,2024,44447,2071,1643,1,SP809,36
D103768,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,new,Toyota,RAV4,2024,28913,1525,393,3,SP874,10
D104177,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Svc Conquest,service,new,Toyota,Corolla,2024,48353,2203,946,2,SP394,44
D104391,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Direct Mail Q1,campaign,new,Toyota,Corolla,2024,37651,2155,672,2,SP874,2
D104393,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Direct Mail Q1,campaign,new,Toyota,Camry,2024,44984,1811,1161,0,SP324,36
D104884,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,used,Toyota,Tacoma,2020,29214,2549,1452,1,SP563,29
D105938,2024-11-04,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,new,Toyota,Highlander,2024,42548,3626,1198,0,SP353,33
D151204,2024-11-04,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,new,Volkswagen,Jetta,2024,35128,3449,1052,0,SP925,17
D151741,2024-11-04,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,new,Volkswagen,Golf GTI,2024,30936,2174,1661,0,SP803,38
D151743,2024-11-04,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,used,Ford,Maverick,2018,21242,2998,872,3,SP679,25
D152280,2024-11-04,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,used,Subaru,Crosstrek,2020,19639,1599,352,0,SP194,14
D152529,2024-11-04,Summit Auto Group,Summit Volkswagen Eastdale,Direct Mail Q1,campaign,new,Volkswagen,Golf GTI,2024,28898,2275,950,2,SP925,42
D152718,2024-11-04,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,new,Volkswagen,Jetta,2024,32480,2424,1472,1,SP440,41
D152721,2024-11-04,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,new,Volkswagen,Taos,2024,30534,3238,683,0,SP440,41
D201143,2024-11-05,Harbor Motor Group,Harbor BMW,Phone Up,phone,used,Chevrolet,Equinox,2017,37147,3228,2460,3,SP440,32
D201905,2024-11-05,Harbor Motor Group,Harbor BMW,Facebook Marketplace,internet,new,BMW,X3,2024,57476,2952,1287,0,SP230,8
D202097,2024-11-05,Harbor Motor Group,Harbor BMW,True Car,internet,new,BMW,i4,2024,66142,2280,708,1,SP715,35
D179853,2024-11-05,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,used,Chevrolet,Tahoe,2022,22757,3157,500,0,SP942,17
D180219,2024-11-05,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,new,Chevrolet,Tahoe,2024,36373,2045,923,2,SP732,10
D180827,2024-11-05,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,new,Chevrolet,Silverado,2024,29790,2206,1438,2,SP374,11
D180835,2024-11-05,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,used,Chevrolet,Tahoe,2017,30337,3498,1004,2,SP913,5
D182153,2024-11-05,Harbor Motor Group,Harbor Chevrolet Marina,Service Conquest,service,used,Chevrolet,Silverado,2020,27024,1448,1160,0,SP539,7
D182698,2024-11-05,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,used,Chevrolet,Traverse,2021,26569,3478,1010,2,SP374,1
D172950,2024-11-05,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,new,Ford,Escape,2024,43202,2107,826,2,SP215,36
D175986,2024-11-05,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,used,Ford,F-150,2021,21070,1307,720,2,SP765,40
D176999,2024-11-05,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,new,Ford,Escape,2024,48377,2995,1563,0,SP531,12
D177019,2024-11-05,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,used,Ford,Maverick,2019,22800,1869,1027,3,SP531,32
D177021,2024-11-05,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,used,Ford,F-150,2022,29751,3057,1449,0,SP321,28
D178603,2024-11-05,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,new,Ford,F-150,2024,47239,1652,1453,1,SP934,13
D178606,2024-11-05,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,used,Kia,Seltos,2022,23842,2659,896,1,SP741,14
D167101,2024-11-05,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,new,Honda,CR-V,2024,29676,1909,1380,1,SP102,19
D167115,2024-11-05,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,used,Honda,Pilot,2023,21622,2657,469,1,SP102,5
D169868,2024-11-05,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,new,Honda,Pilot,2024,39991,1119,726,2,SP522,26
D171676,2024-11-05,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,new,Honda,Accord,2024,41588,3226,925,2,SP937,40
D193253,2024-11-05,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,new,Jeep Ram,Grand Cherokee,2024,46594,2315,642,0,SP525,27
D193254,2024-11-05,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,new,Jeep Ram,Grand Cherokee,2024,41490,2083,1510,1,SP398,41
D194962,2024-11-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,new,Jeep Ram,Wrangler,2024,46225,2609,671,1,SP398,8
D195650,2024-11-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,new,Jeep Ram,Gladiator,2024,48965,2419,1078,1,SP403,44
D195655,2024-11-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,new,Jeep Ram,Wrangler,2024,37501,3281,1508,1,SP234,37
D195669,2024-11-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,used,Jeep Ram,Ram 1500,2020,27234,2754,1189,1,SP398,34
D196404,2024-11-05,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,used,Jeep Ram,Grand Cherokee,2020,19827,1961,1314,0,SP649,43
D184616,2024-11-05,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,used,Kia,Telluride,2022,24085,2040,880,1,SP607,8
D185278,2024-11-05,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,new,Kia,Telluride,2024,36241,2621,795,0,SP106,8
D187083,2024-11-05,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,used,Kia,Sportage,2022,30258,3870,2238,0,SP187,3
D187653,2024-11-05,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,used,BMW,3 Series,2022,23384,2047,1226,1,SP853,5
D188819,2024-11-05,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,used,Subaru,Outback,2021,27368,2480,829,1,SP803,38
D189462,2024-11-05,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,used,Subaru,Crosstrek,2018,18887,2863,746,2,SP511,44
D190064,2024-11-05,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,new,Subaru,WRX,2024,38105,1078,287,2,SP803,12
D190343,2024-11-05,Harbor Motor Group,Harbor Subaru Tidewater,Direct Mail Q1,campaign,new,Subaru,Forester,2024,30457,1548,549,0,SP342,23
D190346,2024-11-05,Harbor Motor Group,Harbor Subaru Tidewater,Direct Mail Q1,campaign,new,Subaru,Ascent,2024,28922,2052,724,0,SP511,38
D160858,2024-11-05,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,new,Toyota,Highlander,2024,34788,2512,645,0,SP361,6
D164612,2024-11-05,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,new,Toyota,Tundra,2024,48083,3526,1588,3,SP858,29
D164618,2024-11-05,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,new,Toyota,Tundra,2024,46697,3837,1820,3,SP397,5
D165622,2024-11-05,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,new,Toyota,Highlander,2024,28949,2745,768,0,SP397,16
D165624,2024-11-05,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,new,Toyota,Corolla,2024,34855,2611,522,3,SP151,26
D153952,2024-11-05,Summit Auto Group,Summit BMW,Autotrader,internet,new,BMW,X3,2024,71252,4648,1546,2,SP464,33
D155716,2024-11-05,Summit Auto Group,Summit BMW,Dealer Website,internet,used,BMW,i4,2018,32670,3284,1021,0,SP751,21
D157873,2024-11-05,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,X3,2024,48490,5169,1052,1,SP230,27
D158789,2024-11-05,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,3 Series,2024,45790,3926,1178,0,SP920,14
D159360,2024-11-05,Summit Auto Group,Summit BMW,Chat,chat,used,BMW,X1,2017,34964,2976,2303,2,SP464,34
D121353,2024-11-05,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,used,Jeep Ram,Ram 1500,2017,21094,2593,541,0,SP238,41
D123038,2024-11-05,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,new,Chevrolet,Equinox,2024,30365,1927,553,1,SP202,27
D123928,2024-11-05,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,new,Chevrolet,Silverado,2024,43700,2864,1403,3,SP448,11
D123947,2024-11-05,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,used,BMW,5 Series,2022,21344,3667,905,3,SP723,42
D124776,2024-11-05,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,new,Chevrolet,Silverado,2024,45556,1967,728,1,SP407,3
D124797,2024-11-05,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,used,Chevrolet,Equinox,2019,24745,2271,1408,1,SP477,9
D125725,2024-11-05,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,used,Nissan,Altima,2018,27949,1472,948,3,SP892,37
D113781,2024-11-05,Summit Auto Group,Summit Ford Rivera,ATC,internet,used,Ford,Maverick,2023,19045,2500,1213,0,SP421,0
D115673,2024-11-05,Summit Auto Group,Summit Ford Rivera,Website,internet,used,Ford,Maverick,2023,20848,2586,1937,2,SP841,13
D117983,2024-11-05,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,new,Ford,Bronco,2024,35590,3067,1799,2,SP216,34
D107536,2024-11-05,Summit Auto Group,Summit Honda Westland,auto trader,internet,new,Honda,Odyssey,2024,43981,2357,1061,1,SP832,6
D107538,2024-11-05,Summit Auto Group,Summit Honda Westland,auto trader,internet,used,Honda,Accord,2023,20058,1866,985,1,SP997,45
D110831,2024-11-05,Summit Auto Group,Summit Honda Westland,Svc Conquest,service,new,Honda,HR-V,2024,33705,2053,443,1,SP598,15
D110832,2024-11-05,Summit Auto Group,Summit Honda Westland,Svc Conquest,service,new,Honda,Civic,2024,45113,1842,1131,1,SP828,44
D111474,2024-11-05,Summit Auto Group,Summit Honda Westland,Walk In,showroom,new,Honda,Accord,2024,47520,2446,560,0,SP388,36
D111492,2024-11-05,Summit Auto Group,Summit Honda Westland,Walk In,showroom,new,Honda,Odyssey,2024,42145,3079,1169,1,SP914,27
D111495,2024-11-05,Summit Auto Group,Summit Honda Westland,Walk In,showroom,new,Honda,CR-V,2024,36998,2615,889,0,SP663,34
D112398,2024-11-05,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,new,Honda,Odyssey,2024,42556,2414,620,0,SP873,25
D131978,2024-11-05,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,new,Hyundai,Palisade,2024,44369,961,374,1,SP907,33
D145852,2024-11-05,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,new,Jeep Ram,Wrangler,2024,33190,2568,1504,0,SP397,35
D147353,2024-11-05,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Compass,2024,39711,3002,592,2,SP923,0
D147356,2024-11-05,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Gladiator,2024,32667,3116,1617,1,SP672,26
D135681,2024-11-05,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,used,Kia,K5,2018,29431,2714,1151,2,SP669,22
D136149,2024-11-05,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,new,Kia,Telluride,2024,47249,2678,936,0,SP775,18
D136158,2024-11-05,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,used,Kia,Forte,2021,28339,2227,1494,2,SP775,16
D137542,2024-11-05,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,new,Kia,Sportage,2024,39527,3263,1297,0,SP586,28
D138120,2024-11-05,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,new,Kia,Sportage,2024,35003,1925,1322,0,SP710,23
D138972,2024-11-05,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,new,Mazda,CX-30,2024,37875,2391,1109,0,SP462,8
D139888,2024-11-05,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,new,Mazda,Mazda3,2024,46782,1939,1228,2,SP503,31
D140688,2024-11-05,Summit Auto Group,Summit Mazda Lakeside,Svc Conquest,service,new,Mazda,CX-90,2024,41291,1210,820,0,SP627,17
D140804,2024-11-05,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,new,Mazda,CX-50,2024,37964,2615,429,3,SP187,1
D142003,2024-11-05,Summit Auto Group,Summit Mazda Lakeside,True Car,internet,used,Mazda,Mazda3,2019,19272,1941,836,1,SP503,31
D126012,2024-11-05,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,used,Jeep Ram,Compass,2019,28438,1959,1267,0,SP912,31
D126834,2024-11-05,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,used,Nissan,Kicks,2018,26342,2767,530,1,SP538,20
D128983,2024-11-05,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,new,Nissan,Rogue,2024,28854,1867,1432,1,SP497,22
D129670,2024-11-05,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,new,Nissan,Sentra,2024,40072,2668,1055,1,SP941,30
D130112,2024-11-05,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,new,Nissan,Frontier,2024,46162,1857,1167,3,SP743,28
D142873,2024-11-05,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,new,Subaru,Outback,2024,45877,1642,967,1,SP552,30
D142874,2024-11-05,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,new,Subaru,Impreza,2024,43089,1835,1111,1,SP261,40
D144162,2024-11-05,Summit Auto Group,Summit Subaru Northgate,Svc Conquest,service,new,Subaru,Ascent,2024,30540,1358,1093,0,SP548,44
D144999,2024-11-05,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,new,Subaru,Impreza,2024,28921,2894,1429,1,SP552,45
D100312,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,new,Toyota,RAV4,2024,37177,2342,438,0,SP640,10
D101004,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,used,Toyota,Corolla,2018,25165,2312,1079,0,SP475,18
D101572,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,used,Toyota,Camry,2022,29352,1785,781,1,SP143,16
D101577,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,used,Subaru,Ascent,2019,24981,2614,1220,0,SP394,11
D102438,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,new,Toyota,Tundra,2024,39853,3336,1232,1,SP874,27
D104868,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,new,Toyota,Corolla,2024,34656,2044,1528,3,SP809,10
D105952,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,used,Kia,K5,2017,30350,2644,1810,0,SP475,6
D106641,2024-11-05,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,used,Chevrolet,Tahoe,2021,21304,1656,546,1,SP143,25
D151205,2024-11-05,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,new,Volkswagen,Tiguan,2024,32955,2486,740,3,SP469,42
D151737,2024-11-05,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,new,Volkswagen,Golf GTI,2024,35751,2808,1265,1,SP469,39
D152530,2024-11-05,Summit Auto Group,Summit Volkswagen Eastdale,Direct Mail Q1,campaign,new,Volkswagen,Taos,2024,37286,2189,1239,0,SP884,23
D153552,2024-11-05,Summit Auto Group,Summit Volkswagen Eastdale,Facebook,internet,new,Volkswagen,Tiguan,2024,37451,2522,720,1,SP149,6
D196680,2024-11-06,Harbor Motor Group,Harbor BMW,auto trader,internet,new,BMW,X5,2024,59997,3545,2309,1,SP674,44
D196688,2024-11-06,Harbor Motor Group,Harbor BMW,auto trader,internet,used,BMW,i4,2021,46868,4363,1190,1,SP674,31
D197218,2024-11-06,Harbor Motor Group,Harbor BMW,Cars.com,internet,new,BMW,5 Series,2024,62496,3597,2553,0,SP440,19
D198326,2024-11-06,Harbor Motor Group,Harbor BMW,Dealer Website,internet,new,BMW,3 Series,2024,65342,4381,2523,1,SP460,29
D198343,2024-11-06,Harbor Motor Group,Harbor BMW,Dealer Website,internet,used,BMW,i4,2018,47679,4743,1096,1,SP839,11
D199684,2024-11-06,Harbor Motor Group,Harbor BMW,Svc Conquest,service,new,BMW,5 Series,2024,55712,2938,1164,3,SP674,31
D199686,2024-11-06,Harbor Motor Group,Harbor BMW,Svc Conquest,service,new,BMW,i4,2024,72159,3104,955,3,SP460,23
D199903,2024-11-06,Harbor Motor Group,Harbor BMW,Direct Mail Q1,campaign,used,Kia,Telluride,2019,40649,2194,554,1,SP961,41
D200297,2024-11-06,Harbor Motor Group,Harbor BMW,Walk In,showroom,new,BMW,i4,2024,55604,6019,1837,0,SP920,24
D200303,2024-11-06,Harbor Motor Group,Harbor BMW,Walk In,showroom,used,BMW,3 Series,2021,37810,5949,1197,2,SP961,17
D201133,2024-11-06,Harbor Motor Group,Harbor BMW,Phone Up,phone,new,BMW,X5,2024,49219,3422,2700,0,SP880,34
D201709,2024-11-06,Harbor Motor Group,Harbor BMW,Website Chat,chat,new,BMW,5 Series,2024,70770,3985,2340,0,SP920,22
D202159,2024-11-06,Harbor Motor Group,Harbor BMW,Radio Spot,campaign,new,BMW,i4,2024,58086,3770,1826,1,SP880,41
D179357,2024-11-06,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,new,Chevrolet,Traverse,2024,29597,2894,604,0,SP247,38
D179363,2024-11-06,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,new,Chevrolet,Silverado,2024,33303,2463,1053,1,SP498,39
D182311,2024-11-06,Harbor Motor Group,Harbor Chevrolet Marina,Direct Mail Q1,campaign,new,Chevrolet,Trax,2024,41331,1936,341,1,SP732,21
D182689,2024-11-06,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,new,Chevrolet,Trax,2024,41184,3305,654,3,SP457,9
D182692,2024-11-06,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,new,Chevrolet,Tahoe,2024,41109,2036,1758,3,SP773,1
D182700,2024-11-06,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,used,Chevrolet,Silverado,2022,27544,2099,1602,2,SP252,7
D183969,2024-11-06,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,new,Chevrolet,Malibu,2024,41198,1646,1075,1,SP288,30
D173591,2024-11-06,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,new,Ford,Maverick,2024,33463,2926,1170,0,SP905,6
D176352,2024-11-06,Harbor Motor Group,Harbor Ford Portside,Svc Conquest,service,new,Ford,F-150,2024,38571,1147,557,1,SP905,18
D176359,2024-11-06,Harbor Motor Group,Harbor Ford Portside,Svc Conquest,service,used,Nissan,Sentra,2022,29103,1949,860,1,SP321,19
D176562,2024-11-06,Harbor Motor Group,Harbor Ford Portside,Direct Mail,campaign,new,Ford,Maverick,2024,38107,2054,373,1,SP215,31
D177009,2024-11-06,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,new,Ford,Maverick,2024,48680,1781,1719,1,SP215,17
D177969,2024-11-06,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,new,Ford,Bronco,2024,33164,3133,893,2,SP531,32
D178807,2024-11-06,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,new,Ford,F-150,2024,38380,2001,367,2,SP934,38
D168779,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,used,Honda,Accord,2022,27013,3720,805,1,SP768,1
D169864,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,new,Honda,CR-V,2024,30118,1296,830,0,SP937,13
D170207,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Svc Conquest,service,used,Honda,HR-V,2021,23661,2201,846,1,SP312,12
D170396,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Direct Mail Q1,campaign,new,Honda,HR-V,2024,43532,1907,1155,0,SP961,21
D170810,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,new,Honda,Civic,2024,48552,2466,637,0,SP727,33
D171682,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,new,Honda,Pilot,2024,34195,2719,1017,2,SP937,43
D171689,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,new,Honda,Accord,2024,38196,2847,972,3,SP102,15
D171693,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,new,Honda,CR-V,2024,36900,2654,800,1,SP797,40
D172654,2024-11-06,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,used,Honda,Accord,2017,26118,2794,1040,3,SP768,29
D193259,2024-11-06,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,new,Jeep Ram,Gladiator,2024,28520,2487,1453,0,SP484,26
D194475,2024-11-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Svc Conquest,service,new,Jeep Ram,Compass,2024,31968,1852,1178,0,SP608,23
D195664,2024-11-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,used,Jeep Ram,Wrangler,2022,18995,1865,981,2,SP164,32
D184618,2024-11-06,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,used,Jeep Ram,Wrangler,2017,20787,2931,1105,0,SP151,19
D186681,2024-11-06,Harbor Motor Group,Harbor Kia Lighthouse,Svc Conquest,service,new,Kia,Forte,2024,34338,1788,632,0,SP672,22
D187079,2024-11-06,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,used,Kia,Seltos,2017,27231,4186,1316,0,SP882,14
D187644,2024-11-06,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,new,Kia,Telluride,2024,47131,2807,838,3,SP356,29
D187648,2024-11-06,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,new,Kia,Sorento,2024,44153,1948,777,3,SP853,13
D188033,2024-11-06,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,used,Kia,Telluride,2017,18537,1840,1349,3,SP106,37
D189071,2024-11-06,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,used,Hyundai,Tucson,2017,27886,2042,980,2,SP996,24
D189460,2024-11-06,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,used,Subaru,Ascent,2017,22940,3159,607,2,SP967,37
D189463,2024-11-06,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,used,Subaru,WRX,2020,22579,2850,1467,2,SP803,26
