period,group,store,channel,sessions,users,vdp_views,conversions
2025-04,Summit Auto Group,Summit Mazda Lakeside,Organic Search,2815,2373,1335,50
2025-04,Summit Auto Group,Summit Mazda Lakeside,Paid Search,1738,1305,1037,21
2025-04,Summit Auto Group,Summit Mazda Lakeside,Direct,1324,1021,794,33
2025-04,Summit Auto Group,Summit Mazda Lakeside,Organic Social,828,608,373,13
2025-04,Summit Auto Group,Summit Mazda Lakeside,Paid Social,662,510,392,18
2025-04,Summit Auto Group,Summit Mazda Lakeside,Referral,496,413,292,10
2025-04,Summit Auto Group,Summit Mazda Lakeside,Email,414,353,190,10
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4809,3594,2407,106
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2970,2504,1498,35
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Direct,2263,1732,1319,27
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1414,1187,875,39
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1131,849,634,20
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Referral,848,646,443,13
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Email,707,511,370,7
2025-04,Summit Auto Group,Summit Subaru Northgate,Organic Search,3513,3005,1905,53
2025-04,Summit Auto Group,Summit Subaru Northgate,Paid Search,2169,1580,1302,47
2025-04,Summit Auto Group,Summit Subaru Northgate,Direct,1653,1390,951,30
2025-04,Summit Auto Group,Summit Subaru Northgate,Organic Social,1033,879,635,18
2025-04,Summit Auto Group,Summit Subaru Northgate,Paid Social,826,607,458,10
2025-04,Summit Auto Group,Summit Subaru Northgate,Referral,619,485,328,13
2025-04,Summit Auto Group,Summit Subaru Northgate,Email,516,371,237,6
2025-04,Summit Auto Group,Summit Toyota of Fairview,Organic Search,6439,5386,3775,78
2025-04,Summit Auto Group,Summit Toyota of Fairview,Paid Search,3977,3410,2168,62
2025-04,Summit Auto Group,Summit Toyota of Fairview,Direct,3030,2287,1758,30
2025-04,Summit Auto Group,Summit Toyota of Fairview,Organic Social,1894,1530,1035,33
2025-04,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1515,1166,898,31
2025-04,Summit Auto Group,Summit Toyota of Fairview,Referral,1136,846,530,25
2025-04,Summit Auto Group,Summit Toyota of Fairview,Email,947,741,427,21
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,3271,2655,1669,34
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,2020,1713,989,37
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1539,1314,824,27
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,962,710,502,17
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,769,642,440,12
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Referral,577,479,279,12
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Email,481,349,297,8
2025-05,Harbor Motor Group,Harbor BMW,Organic Search,6699,5078,3680,128
2025-05,Harbor Motor Group,Harbor BMW,Paid Search,4137,3239,2254,76
2025-05,Harbor Motor Group,Harbor BMW,Direct,3152,2619,1690,64
2025-05,Harbor Motor Group,Harbor BMW,Organic Social,1970,1573,989,21
2025-05,Harbor Motor Group,Harbor BMW,Paid Social,1576,1223,731,36
2025-05,Harbor Motor Group,Harbor BMW,Referral,1182,1003,654,13
2025-05,Harbor Motor Group,Harbor BMW,Email,985,720,471,14
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,5110,3734,2527,126
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3156,2563,1897,68
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2405,1996,1224,28
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1503,1200,918,24
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1202,1012,655,17
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Referral,901,735,451,24
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Email,751,642,364,16
2025-05,Harbor Motor Group,Harbor Ford Portside,Organic Search,7084,5597,4125,73
2025-05,Harbor Motor Group,Harbor Ford Portside,Paid Search,4375,3469,2316,91
2025-05,Harbor Motor Group,Harbor Ford Portside,Direct,3333,2689,1963,90
2025-05,Harbor Motor Group,Harbor Ford Portside,Organic Social,2083,1620,1177,49
2025-05,Harbor Motor Group,Harbor Ford Portside,Paid Social,1666,1240,886,45
2025-05,Harbor Motor Group,Harbor Ford Portside,Referral,1250,1015,720,34
2025-05,Harbor Motor Group,Harbor Ford Portside,Email,1041,756,510,23
2025-05,Harbor Motor Group,Harbor Honda Seaside,Organic Search,5557,4042,3056,56
2025-05,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3432,2531,1884,69
2025-05,Harbor Motor Group,Harbor Honda Seaside,Direct,2615,2100,1286,70
2025-05,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1634,1383,1006,40
2025-05,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1307,1104,717,27
2025-05,Harbor Motor Group,Harbor Honda Seaside,Referral,980,755,604,13
2025-05,Harbor Motor Group,Harbor Honda Seaside,Email,817,637,404,17
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,4246,3274,2320,92
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,2622,2220,1433,43
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,1998,1635,1097,38
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1249,1004,768,28
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,999,758,539,23
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,749,600,384,14
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,624,521,328,10
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,4280,3648,2406,113
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2644,2222,1613,67
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Direct,2014,1699,1157,50
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1259,928,593,15
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,1007,760,505,25
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Referral,755,637,386,10
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Email,629,504,301,8
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,4000,3359,2272,70
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,2470,1981,1320,50
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1882,1603,905,37
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,1176,910,636,16
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,941,742,548,17
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Referral,705,545,381,18
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Email,588,455,338,14
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,6425,5431,3351,151
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,3968,3003,2168,89
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Direct,3023,2464,1428,51
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,1889,1424,1162,49
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1511,1216,797,26
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Referral,1133,947,615,26
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Email,944,683,463,16
2025-05,Summit Auto Group,Summit BMW,Organic Search,6118,5170,3710,108
2025-05,Summit Auto Group,Summit BMW,Paid Search,3779,3068,2170,84
2025-05,Summit Auto Group,Summit BMW,Direct,2879,2215,1677,67
2025-05,Summit Auto Group,Summit BMW,Organic Social,1799,1297,859,33
2025-05,Summit Auto Group,Summit BMW,Paid Social,1439,1100,874,32
2025-05,Summit Auto Group,Summit BMW,Referral,1079,850,496,15
2025-05,Summit Auto Group,Summit BMW,Email,899,685,534,13
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,5634,4305,3151,106
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3479,2608,1703,37
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2651,2184,1604,69
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1657,1312,957,39
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1325,988,812,16
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Referral,994,725,588,22
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Email,828,642,374,22
2025-05,Summit Auto Group,Summit Ford Rivera,Organic Search,6228,4769,2824,137
2025-05,Summit Auto Group,Summit Ford Rivera,Paid Search,3846,2802,1860,98
2025-05,Summit Auto Group,Summit Ford Rivera,Direct,2931,2277,1361,60
2025-05,Summit Auto Group,Summit Ford Rivera,Organic Social,1831,1432,987,42
2025-05,Summit Auto Group,Summit Ford Rivera,Paid Social,1465,1258,808,39
2025-05,Summit Auto Group,Summit Ford Rivera,Referral,1099,886,596,30
2025-05,Summit Auto Group,Summit Ford Rivera,Email,915,740,458,12
2025-05,Summit Auto Group,Summit Honda Westland,Organic Search,5651,4577,3229,121
2025-05,Summit Auto Group,Summit Honda Westland,Paid Search,3490,2752,1706,54
2025-05,Summit Auto Group,Summit Honda Westland,Direct,2659,2250,1447,50
2025-05,Summit Auto Group,Summit Honda Westland,Organic Social,1662,1296,842,18
2025-05,Summit Auto Group,Summit Honda Westland,Paid Social,1329,1035,611,32
2025-05,Summit Auto Group,Summit Honda Westland,Referral,997,749,492,13
2025-05,Summit Auto Group,Summit Honda Westland,Email,831,682,481,13
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4954,3970,2952,90
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,3060,2432,1392,35
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Direct,2331,1678,1335,55
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1457,1231,790,36
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,1165,934,644,30
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Referral,874,733,493,17
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Email,728,579,403,16
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5222,3957,3137,57
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3225,2340,1924,62
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2457,1899,1426,53
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1536,1276,885,39
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1228,955,645,28
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,921,753,511,9
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Email,768,612,362,15
2025-05,Summit Auto Group,Summit Kia Brookfield,Organic Search,3889,3031,2035,58
2025-05,Summit Auto Group,Summit Kia Brookfield,Paid Search,2402,1925,1435,32
2025-05,Summit Auto Group,Summit Kia Brookfield,Direct,1830,1327,1099,45
2025-05,Summit Auto Group,Summit Kia Brookfield,Organic Social,1144,888,683,21
2025-05,Summit Auto Group,Summit Kia Brookfield,Paid Social,915,705,528,19
2025-05,Summit Auto Group,Summit Kia Brookfield,Referral,686,495,380,12
2025-05,Summit Auto Group,Summit Kia Brookfield,Email,572,417,349,15
2025-05,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3403,2472,1575,65
2025-05,Summit Auto Group,Summit Mazda Lakeside,Paid Search,2101,1561,1167,41
2025-05,Summit Auto Group,Summit Mazda Lakeside,Direct,1601,1351,850,34
2025-05,Summit Auto Group,Summit Mazda Lakeside,Organic Social,1000,815,479,20
2025-05,Summit Auto Group,Summit Mazda Lakeside,Paid Social,800,613,379,9
2025-05,Summit Auto Group,Summit Mazda Lakeside,Referral,600,487,365,6
2025-05,Summit Auto Group,Summit Mazda Lakeside,Email,500,366,243,13
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4548,3283,2647,94
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2809,2035,1549,38
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Direct,2140,1647,1012,30
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1337,1069,793,27
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1070,807,492,22
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Referral,802,655,465,14
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Email,668,482,385,10
2025-05,Summit Auto Group,Summit Subaru Northgate,Organic Search,3446,2682,1711,84
2025-05,Summit Auto Group,Summit Subaru Northgate,Paid Search,2128,1605,1284,35
2025-05,Summit Auto Group,Summit Subaru Northgate,Direct,1621,1256,732,45
2025-05,Summit Auto Group,Summit Subaru Northgate,Organic Social,1013,795,481,26
2025-05,Summit Auto Group,Summit Subaru Northgate,Paid Social,810,622,443,15
2025-05,Summit Auto Group,Summit Subaru Northgate,Referral,608,477,297,14
2025-05,Summit Auto Group,Summit Subaru Northgate,Email,506,406,308,9
2025-05,Summit Auto Group,Summit Toyota of Fairview,Organic Search,7569,5978,4574,97
2025-05,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4675,3709,2258,107
2025-05,Summit Auto Group,Summit Toyota of Fairview,Direct,3561,2825,2040,53
2025-05,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2226,1801,1129,61
2025-05,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1780,1411,1090,20
2025-05,Summit Auto Group,Summit Toyota of Fairview,Referral,1335,1025,602,34
2025-05,Summit Auto Group,Summit Toyota of Fairview,Email,1113,952,634,17
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,3347,2620,1635,91
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,2067,1694,1040,46
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1575,1223,946,35
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,984,745,593,25
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,787,588,361,9
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Referral,590,469,357,12
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Email,492,417,229,8
2025-06,Harbor Motor Group,Harbor BMW,Organic Search,6700,5396,3789,123
2025-06,Harbor Motor Group,Harbor BMW,Paid Search,4138,3073,2468,108
2025-06,Harbor Motor Group,Harbor BMW,Direct,3153,2622,1528,32
2025-06,Harbor Motor Group,Harbor BMW,Organic Social,1970,1447,1083,52
2025-06,Harbor Motor Group,Harbor BMW,Paid Social,1576,1259,959,44
2025-06,Harbor Motor Group,Harbor BMW,Referral,1182,886,532,13
2025-06,Harbor Motor Group,Harbor BMW,Email,985,746,463,15
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,4675,3544,2393,80
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,2887,2305,1764,51
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2200,1692,1258,24
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1375,1055,645,18
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1100,871,673,20
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Referral,825,690,472,12
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Email,687,546,389,15
2025-06,Harbor Motor Group,Harbor Ford Portside,Organic Search,6822,5248,3979,164
2025-06,Harbor Motor Group,Harbor Ford Portside,Paid Search,4213,3368,2036,110
2025-06,Harbor Motor Group,Harbor Ford Portside,Direct,3210,2420,1906,33
2025-06,Harbor Motor Group,Harbor Ford Portside,Organic Social,2006,1637,1223,29
2025-06,Harbor Motor Group,Harbor Ford Portside,Paid Social,1605,1195,838,41
2025-06,Harbor Motor Group,Harbor Ford Portside,Referral,1203,972,657,32
2025-06,Harbor Motor Group,Harbor Ford Portside,Email,1003,836,544,19
2025-06,Harbor Motor Group,Harbor Honda Seaside,Organic Search,6479,4845,3465,159
2025-06,Harbor Motor Group,Harbor Honda Seaside,Paid Search,4001,3241,2375,47
2025-06,Harbor Motor Group,Harbor Honda Seaside,Direct,3049,2579,1837,33
2025-06,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1905,1504,1138,32
2025-06,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1524,1275,707,35
2025-06,Harbor Motor Group,Harbor Honda Seaside,Referral,1143,925,517,17
2025-06,Harbor Motor Group,Harbor Honda Seaside,Email,952,814,533,14
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,5448,4486,2884,135
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,3365,2798,1534,51
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2564,1984,1393,68
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1602,1365,952,30
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1282,978,582,23
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,961,756,457,23
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,801,609,429,15
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,4340,3565,2620,60
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2680,2251,1502,33
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Direct,2042,1526,1194,49
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1276,971,786,26
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,1021,761,566,22
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Referral,765,625,387,15
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Email,638,514,291,15
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3918,3087,2191,58
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,2420,1790,1226,46
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1844,1452,1078,35
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,1152,981,708,27
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,922,710,491,9
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Referral,691,539,389,9
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Email,576,488,335,9
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,7460,5752,3817,80
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,4607,3421,2619,51
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Direct,3510,2600,1657,89
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,2194,1683,1078,59
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1755,1340,890,47
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Referral,1316,1125,779,23
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Email,1097,837,523,15
2025-06,Summit Auto Group,Summit BMW,Organic Search,5950,4658,3656,139
2025-06,Summit Auto Group,Summit BMW,Paid Search,3675,2762,1715,43
2025-06,Summit Auto Group,Summit BMW,Direct,2800,2079,1381,68
2025-06,Summit Auto Group,Summit BMW,Organic Social,1750,1483,1031,21
2025-06,Summit Auto Group,Summit BMW,Paid Social,1400,1066,722,36
2025-06,Summit Auto Group,Summit BMW,Referral,1050,868,474,27
2025-06,Summit Auto Group,Summit BMW,Email,875,632,405,16
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,5268,4484,2630,100
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3254,2388,1598,90
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2479,1952,1240,28
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1549,1169,849,24
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1239,1048,692,24
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Referral,929,766,563,19
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Email,774,594,431,18
2025-06,Summit Auto Group,Summit Ford Rivera,Organic Search,6141,4622,2879,126
2025-06,Summit Auto Group,Summit Ford Rivera,Paid Search,3793,3039,1915,68
2025-06,Summit Auto Group,Summit Ford Rivera,Direct,2890,2371,1427,39
2025-06,Summit Auto Group,Summit Ford Rivera,Organic Social,1806,1419,928,27
2025-06,Summit Auto Group,Summit Ford Rivera,Paid Social,1445,1171,668,18
2025-06,Summit Auto Group,Summit Ford Rivera,Referral,1083,821,611,19
2025-06,Summit Auto Group,Summit Ford Rivera,Email,903,756,440,23
2025-06,Summit Auto Group,Summit Honda Westland,Organic Search,6063,5031,3141,143
2025-06,Summit Auto Group,Summit Honda Westland,Paid Search,3745,2799,2174,54
2025-06,Summit Auto Group,Summit Honda Westland,Direct,2853,2383,1716,70
2025-06,Summit Auto Group,Summit Honda Westland,Organic Social,1783,1366,896,49
2025-06,Summit Auto Group,Summit Honda Westland,Paid Social,1426,1178,829,17
2025-06,Summit Auto Group,Summit Honda Westland,Referral,1070,894,489,13
2025-06,Summit Auto Group,Summit Honda Westland,Email,891,759,478,13
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4630,3674,2462,68
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2860,2179,1696,80
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Direct,2179,1778,1154,45
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1362,1001,690,33
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,1089,844,631,19
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Referral,817,621,383,15
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Email,681,544,383,15
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5203,4176,2534,66
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3214,2648,1585,75
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2448,1887,1185,44
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1530,1257,717,25
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1224,1017,700,30
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,918,739,512,9
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Email,765,620,462,15
2025-06,Summit Auto Group,Summit Kia Brookfield,Organic Search,3681,2964,1927,87
2025-06,Summit Auto Group,Summit Kia Brookfield,Paid Search,2273,1831,1056,23
2025-06,Summit Auto Group,Summit Kia Brookfield,Direct,1732,1465,957,38
2025-06,Summit Auto Group,Summit Kia Brookfield,Organic Social,1082,842,509,22
2025-06,Summit Auto Group,Summit Kia Brookfield,Paid Social,866,735,410,16
2025-06,Summit Auto Group,Summit Kia Brookfield,Referral,649,478,335,13
2025-06,Summit Auto Group,Summit Kia Brookfield,Email,541,462,296,13
2025-06,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3275,2397,1956,60
2025-06,Summit Auto Group,Summit Mazda Lakeside,Paid Search,2022,1517,1124,40
2025-06,Summit Auto Group,Summit Mazda Lakeside,Direct,1541,1137,932,22
2025-06,Summit Auto Group,Summit Mazda Lakeside,Organic Social,963,696,533,23
2025-06,Summit Auto Group,Summit Mazda Lakeside,Paid Social,770,570,433,14
2025-06,Summit Auto Group,Summit Mazda Lakeside,Referral,577,435,285,12
2025-06,Summit Auto Group,Summit Mazda Lakeside,Email,481,365,258,5
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4788,3878,2532,92
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2957,2425,1662,76
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Direct,2253,1822,1283,41
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1408,1173,728,25
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1126,825,637,24
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Referral,845,674,383,15
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Email,704,526,374,9
2025-06,Summit Auto Group,Summit Subaru Northgate,Organic Search,4058,3330,2016,104
2025-06,Summit Auto Group,Summit Subaru Northgate,Paid Search,2506,1997,1440,52
2025-06,Summit Auto Group,Summit Subaru Northgate,Direct,1909,1454,1161,27
2025-06,Summit Auto Group,Summit Subaru Northgate,Organic Social,1193,1003,564,18
2025-06,Summit Auto Group,Summit Subaru Northgate,Paid Social,954,754,585,25
2025-06,Summit Auto Group,Summit Subaru Northgate,Referral,716,562,436,12
2025-06,Summit Auto Group,Summit Subaru Northgate,Email,596,505,322,6
2025-06,Summit Auto Group,Summit Toyota of Fairview,Organic Search,7086,6028,4020,113
2025-06,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4376,3682,2398,121
2025-06,Summit Auto Group,Summit Toyota of Fairview,Direct,3334,2685,1630,66
2025-06,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2084,1730,995,43
2025-06,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1667,1408,882,29
2025-06,Summit Auto Group,Summit Toyota of Fairview,Referral,1250,910,568,29
2025-06,Summit Auto Group,Summit Toyota of Fairview,Email,1042,797,511,28
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,2609,1969,1507,47
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,1611,1318,903,37
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1228,1029,752,29
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,767,630,378,12
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,614,459,373,10
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Referral,460,381,214,7
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Email,383,319,231,4
2025-07,Harbor Motor Group,Harbor BMW,Organic Search,5791,4358,3558,118
2025-07,Harbor Motor Group,Harbor BMW,Paid Search,3576,2983,1633,60
2025-07,Harbor Motor Group,Harbor BMW,Direct,2725,2237,1480,47
2025-07,Harbor Motor Group,Harbor BMW,Organic Social,1703,1257,1026,20
2025-07,Harbor Motor Group,Harbor BMW,Paid Social,1362,1041,658,18
2025-07,Harbor Motor Group,Harbor BMW,Referral,1021,778,553,23
2025-07,Harbor Motor Group,Harbor BMW,Email,851,663,417,18
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,4864,4077,2416,58
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3004,2552,1827,63
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2289,1715,1169,50
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1430,1155,838,18
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1144,830,670,29
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Referral,858,626,525,20
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Email,715,545,425,18
2025-07,Harbor Motor Group,Harbor Ford Portside,Organic Search,6932,5373,3475,172
2025-07,Harbor Motor Group,Harbor Ford Portside,Paid Search,4281,3431,2229,59
2025-07,Harbor Motor Group,Harbor Ford Portside,Direct,3262,2703,1742,74
2025-07,Harbor Motor Group,Harbor Ford Portside,Organic Social,2038,1653,971,20
