period,group,store,channel,spend
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1346
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,522
2025-05,Summit Auto Group,Summit Kia Brookfield,Paid Search,1154
2025-05,Summit Auto Group,Summit Kia Brookfield,Paid Social,373
2025-05,Summit Auto Group,Summit Mazda Lakeside,Paid Search,892
2025-05,Summit Auto Group,Summit Mazda Lakeside,Paid Social,316
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1256
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,501
2025-05,Summit Auto Group,Summit Subaru Northgate,Paid Search,1021
2025-05,Summit Auto Group,Summit Subaru Northgate,Paid Social,360
2025-05,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1738
2025-05,Summit Auto Group,Summit Toyota of Fairview,Paid Social,617
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,872
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,276
2025-06,Harbor Motor Group,Harbor BMW,Paid Search,1424
2025-06,Harbor Motor Group,Harbor BMW,Paid Social,574
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1269
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,548
2025-06,Harbor Motor Group,Harbor Ford Portside,Paid Search,1540
2025-06,Harbor Motor Group,Harbor Ford Portside,Paid Social,508
2025-06,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1703
2025-06,Harbor Motor Group,Harbor Honda Seaside,Paid Social,580
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1396
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,397
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,994
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,309
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,792
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,298
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1463
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,566
2025-06,Summit Auto Group,Summit BMW,Paid Search,1646
2025-06,Summit Auto Group,Summit BMW,Paid Social,648
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1491
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,472
2025-06,Summit Auto Group,Summit Ford Rivera,Paid Search,1949
2025-06,Summit Auto Group,Summit Ford Rivera,Paid Social,643
2025-06,Summit Auto Group,Summit Honda Westland,Paid Search,1594
2025-06,Summit Auto Group,Summit Honda Westland,Paid Social,717
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1278
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,434
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1324
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,452
2025-06,Summit Auto Group,Summit Kia Brookfield,Paid Search,868
2025-06,Summit Auto Group,Summit Kia Brookfield,Paid Social,434
2025-06,Summit Auto Group,Summit Mazda Lakeside,Paid Search,686
2025-06,Summit Auto Group,Summit Mazda Lakeside,Paid Social,346
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1403
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,429
2025-06,Summit Auto Group,Summit Subaru Northgate,Paid Search,823
2025-06,Summit Auto Group,Summit Subaru Northgate,Paid Social,356
2025-06,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1830
2025-06,Summit Auto Group,Summit Toyota of Fairview,Paid Social,803
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,905
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,244
2025-07,Harbor Motor Group,Harbor BMW,Paid Search,1517
2025-07,Harbor Motor Group,Harbor BMW,Paid Social,466
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1099
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,486
2025-07,Harbor Motor Group,Harbor Ford Portside,Paid Search,1808
2025-07,Harbor Motor Group,Harbor Ford Portside,Paid Social,573
2025-07,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1804
2025-07,Harbor Motor Group,Harbor Honda Seaside,Paid Social,620
2025-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1233
2025-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,473
2025-07,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,802
2025-07,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,446
2025-07,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,720
2025-07,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,399
2025-07,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1708
2025-07,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,777
2025-07,Summit Auto Group,Summit BMW,Paid Search,1515
2025-07,Summit Auto Group,Summit BMW,Paid Social,480
2025-07,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1378
2025-07,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,612
2025-07,Summit Auto Group,Summit Ford Rivera,Paid Search,1682
2025-07,Summit Auto Group,Summit Ford Rivera,Paid Social,773
2025-07,Summit Auto Group,Summit Honda Westland,Paid Search,1372
2025-07,Summit Auto Group,Summit Honda Westland,Paid Social,711
2025-07,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1143
2025-07,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,395
2025-07,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1459
2025-07,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,492
2025-07,Summit Auto Group,Summit Kia Brookfield,Paid Search,988
2025-07,Summit Auto Group,Summit Kia Brookfield,Paid Social,396
2025-07,Summit Auto Group,Summit Mazda Lakeside,Paid Search,688
2025-07,Summit Auto Group,Summit Mazda Lakeside,Paid Social,271
2025-07,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1306
2025-07,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,460
2025-07,Summit Auto Group,Summit Subaru Northgate,Paid Search,1038
2025-07,Summit Auto Group,Summit Subaru Northgate,Paid Social,346
2025-07,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1679
2025-07,Summit Auto Group,Summit Toyota of Fairview,Paid Social,599
2025-07,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,767
2025-07,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,315
2025-08,Harbor Motor Group,Harbor BMW,Paid Search,1534
2025-08,Harbor Motor Group,Harbor BMW,Paid Social,571
2025-08,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1580
2025-08,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,515
2025-08,Harbor Motor Group,Harbor Ford Portside,Paid Search,1989
2025-08,Harbor Motor Group,Harbor Ford Portside,Paid Social,656
2025-08,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1431
2025-08,Harbor Motor Group,Harbor Honda Seaside,Paid Social,682
2025-08,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1109
2025-08,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,413
2025-08,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,953
2025-08,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,341
2025-08,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,720
2025-08,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,309
2025-08,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1569
2025-08,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,808
2025-08,Summit Auto Group,Summit BMW,Paid Search,1265
2025-08,Summit Auto Group,Summit BMW,Paid Social,479
2025-08,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1285
2025-08,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,529
2025-08,Summit Auto Group,Summit Ford Rivera,Paid Search,1967
2025-08,Summit Auto Group,Summit Ford Rivera,Paid Social,659
2025-08,Summit Auto Group,Summit Honda Westland,Paid Search,1433
2025-08,Summit Auto Group,Summit Honda Westland,Paid Social,729
2025-08,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1010
2025-08,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,404
2025-08,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1581
2025-08,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,534
2025-08,Summit Auto Group,Summit Kia Brookfield,Paid Search,1224
2025-08,Summit Auto Group,Summit Kia Brookfield,Paid Social,374
2025-08,Summit Auto Group,Summit Mazda Lakeside,Paid Search,785
2025-08,Summit Auto Group,Summit Mazda Lakeside,Paid Social,308
2025-08,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1100
2025-08,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,472
2025-08,Summit Auto Group,Summit Subaru Northgate,Paid Search,986
2025-08,Summit Auto Group,Summit Subaru Northgate,Paid Social,297
2025-08,Summit Auto Group,Summit Toyota of Fairview,Paid Search,2115
2025-08,Summit Auto Group,Summit Toyota of Fairview,Paid Social,685
2025-08,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,640
2025-08,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,268
2025-09,Harbor Motor Group,Harbor BMW,Paid Search,1692
2025-09,Harbor Motor Group,Harbor BMW,Paid Social,560
2025-09,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1388
2025-09,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,557
2025-09,Harbor Motor Group,Harbor Ford Portside,Paid Search,1612
2025-09,Harbor Motor Group,Harbor Ford Portside,Paid Social,631
2025-09,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1284
2025-09,Harbor Motor Group,Harbor Honda Seaside,Paid Social,490
2025-09,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1357
2025-09,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,441
2025-09,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,933
2025-09,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,315
2025-09,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,765
2025-09,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,272
2025-09,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1531
2025-09,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,667
2025-09,Summit Auto Group,Summit BMW,Paid Search,1627
2025-09,Summit Auto Group,Summit BMW,Paid Social,625
2025-09,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1184
2025-09,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,548
2025-09,Summit Auto Group,Summit Ford Rivera,Paid Search,1792
2025-09,Summit Auto Group,Summit Ford Rivera,Paid Social,620
2025-09,Summit Auto Group,Summit Honda Westland,Paid Search,1362
2025-09,Summit Auto Group,Summit Honda Westland,Paid Social,630
2025-09,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1001
2025-09,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,464
2025-09,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1092
2025-09,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,490
2025-09,Summit Auto Group,Summit Kia Brookfield,Paid Search,1181
2025-09,Summit Auto Group,Summit Kia Brookfield,Paid Social,360
2025-09,Summit Auto Group,Summit Mazda Lakeside,Paid Search,829
2025-09,Summit Auto Group,Summit Mazda Lakeside,Paid Social,275
2025-09,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1362
2025-09,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,376
2025-09,Summit Auto Group,Summit Subaru Northgate,Paid Search,928
2025-09,Summit Auto Group,Summit Subaru Northgate,Paid Social,292
2025-09,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1821
2025-09,Summit Auto Group,Summit Toyota of Fairview,Paid Social,670
2025-09,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,808
2025-09,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,338
2025-10,Harbor Motor Group,Harbor BMW,Paid Search,1751
2025-10,Harbor Motor Group,Harbor BMW,Paid Social,603
2025-10,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1491
2025-10,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,589
2025-10,Harbor Motor Group,Harbor Ford Portside,Paid Search,1678
2025-10,Harbor Motor Group,Harbor Ford Portside,Paid Social,644
2025-10,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1571
2025-10,Harbor Motor Group,Harbor Honda Seaside,Paid Social,517
2025-10,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1198
2025-10,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,516
2025-10,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,888
2025-10,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,408
2025-10,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,980
2025-10,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,352
2025-10,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1886
2025-10,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,756
2025-10,Summit Auto Group,Summit BMW,Paid Search,1503
2025-10,Summit Auto Group,Summit BMW,Paid Social,712
2025-10,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1539
2025-10,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,600
2025-10,Summit Auto Group,Summit Ford Rivera,Paid Search,1625
2025-10,Summit Auto Group,Summit Ford Rivera,Paid Social,656
2025-10,Summit Auto Group,Summit Honda Westland,Paid Search,1460
2025-10,Summit Auto Group,Summit Honda Westland,Paid Social,727
2025-10,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1225
2025-10,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,379
2025-10,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1369
2025-10,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,555
2025-10,Summit Auto Group,Summit Kia Brookfield,Paid Search,899
2025-10,Summit Auto Group,Summit Kia Brookfield,Paid Social,431
2025-10,Summit Auto Group,Summit Mazda Lakeside,Paid Search,721
2025-10,Summit Auto Group,Summit Mazda Lakeside,Paid Social,290
2025-10,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1418
2025-10,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,377
2025-10,Summit Auto Group,Summit Subaru Northgate,Paid Search,860
2025-10,Summit Auto Group,Summit Subaru Northgate,Paid Social,380
2025-10,Summit Auto Group,Summit Toyota of Fairview,Paid Search,2096
2025-10,Summit Auto Group,Summit Toyota of Fairview,Paid Social,781
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,878
2025-10,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,316
2025-11,Harbor Motor Group,Harbor BMW,Paid Search,1755
2025-11,Harbor Motor Group,Harbor BMW,Paid Social,534
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1368
2025-11,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,573
2025-11,Harbor Motor Group,Harbor Ford Portside,Paid Search,1515
2025-11,Harbor Motor Group,Harbor Ford Portside,Paid Social,528
2025-11,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1514
2025-11,Harbor Motor Group,Harbor Honda Seaside,Paid Social,666
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1459
2025-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,460
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,857
2025-11,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,354
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,897
2025-11,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,293
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1592
2025-11,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,665
2025-11,Summit Auto Group,Summit BMW,Paid Search,1304
2025-11,Summit Auto Group,Summit BMW,Paid Social,699
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1233
2025-11,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,638
2025-11,Summit Auto Group,Summit Ford Rivera,Paid Search,1789
2025-11,Summit Auto Group,Summit Ford Rivera,Paid Social,724
2025-11,Summit Auto Group,Summit Honda Westland,Paid Search,1833
2025-11,Summit Auto Group,Summit Honda Westland,Paid Social,561
2025-11,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1190
2025-11,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,365
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1201
2025-11,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,504
2025-11,Summit Auto Group,Summit Kia Brookfield,Paid Search,984
2025-11,Summit Auto Group,Summit Kia Brookfield,Paid Social,361
2025-11,Summit Auto Group,Summit Mazda Lakeside,Paid Search,756
2025-11,Summit Auto Group,Summit Mazda Lakeside,Paid Social,321
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1267
2025-11,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,387
2025-11,Summit Auto Group,Summit Subaru Northgate,Paid Search,939
2025-11,Summit Auto Group,Summit Subaru Northgate,Paid Social,398
2025-11,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1757
2025-11,Summit Auto Group,Summit Toyota of Fairview,Paid Social,670
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,813
2025-11,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,324
2025-12,Harbor Motor Group,Harbor BMW,Paid Search,1575
2025-12,Harbor Motor Group,Harbor BMW,Paid Social,663
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1326
2025-12,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,576
2025-12,Harbor Motor Group,Harbor Ford Portside,Paid Search,1963
2025-12,Harbor Motor Group,Harbor Ford Portside,Paid Social,561
2025-12,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1442
2025-12,Harbor Motor Group,Harbor Honda Seaside,Paid Social,472
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1187
2025-12,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,481
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,1092
2025-12,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,441
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,969
2025-12,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,313
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1566
2025-12,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,802
2025-12,Summit Auto Group,Summit BMW,Paid Search,1497
2025-12,Summit Auto Group,Summit BMW,Paid Social,671
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1685
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,462
2025-12,Summit Auto Group,Summit Ford Rivera,Paid Search,1595
2025-12,Summit Auto Group,Summit Ford Rivera,Paid Social,543
2025-12,Summit Auto Group,Summit Honda Westland,Paid Search,1330
2025-12,Summit Auto Group,Summit Honda Westland,Paid Social,593
2025-12,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,1294
2025-12,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,345
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1246
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,597
2025-12,Summit Auto Group,Summit Kia Brookfield,Paid Search,922
2025-12,Summit Auto Group,Summit Kia Brookfield,Paid Social,435
2025-12,Summit Auto Group,Summit Mazda Lakeside,Paid Search,923
2025-12,Summit Auto Group,Summit Mazda Lakeside,Paid Social,355
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1034
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,452
2025-12,Summit Auto Group,Summit Subaru Northgate,Paid Search,901
2025-12,Summit Auto Group,Summit Subaru Northgate,Paid Social,302
2025-12,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1773
2025-12,Summit Auto Group,Summit Toyota of Fairview,Paid Social,686
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,652
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,342
2026-01,Harbor Motor Group,Harbor BMW,Paid Search,1362
2026-01,Harbor Motor Group,Harbor BMW,Paid Social,542
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1548
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,591
2026-01,Harbor Motor Group,Harbor Ford Portside,Paid Search,1348
2026-01,Harbor Motor Group,Harbor Ford Portside,Paid Social,674
2026-01,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1257
2026-01,Harbor Motor Group,Harbor Honda Seaside,Paid Social,479
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1472
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,463
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,1025
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,320
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,831
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,289
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1540
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,655
2026-01,Summit Auto Group,Summit BMW,Paid Search,1587
2026-01,Summit Auto Group,Summit BMW,Paid Social,542
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1398
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,619
2026-01,Summit Auto Group,Summit Ford Rivera,Paid Search,1614
2026-01,Summit Auto Group,Summit Ford Rivera,Paid Social,682
2026-01,Summit Auto Group,Summit Honda Westland,Paid Search,1683
2026-01,Summit Auto Group,Summit Honda Westland,Paid Social,520
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,999
2026-01,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,481
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1161
2026-01,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,587
2026-01,Summit Auto Group,Summit Kia Brookfield,Paid Search,1242
2026-01,Summit Auto Group,Summit Kia Brookfield,Paid Social,376
2026-01,Summit Auto Group,Summit Mazda Lakeside,Paid Search,883
2026-01,Summit Auto Group,Summit Mazda Lakeside,Paid Social,319
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,1312
2026-01,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,436
2026-01,Summit Auto Group,Summit Subaru Northgate,Paid Search,868
2026-01,Summit Auto Group,Summit Subaru Northgate,Paid Social,378
2026-01,Summit Auto Group,Summit Toyota of Fairview,Paid Search,2144
2026-01,Summit Auto Group,Summit Toyota of Fairview,Paid Social,772
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,852
2026-01,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,248
2026-02,Harbor Motor Group,Harbor BMW,Paid Search,1534
2026-02,Harbor Motor Group,Harbor BMW,Paid Social,550
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1328
2026-02,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,493
2026-02,Harbor Motor Group,Harbor Ford Portside,Paid Search,1408
2026-02,Harbor Motor Group,Harbor Ford Portside,Paid Social,593
2026-02,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1776
2026-02,Harbor Motor Group,Harbor Honda Seaside,Paid Social,616
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1119
2026-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,502
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,1122
2026-02,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,417
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,1019
2026-02,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,295
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1770
2026-02,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,743
2026-02,Summit Auto Group,Summit BMW,Paid Search,1862
2026-02,Summit Auto Group,Summit BMW,Paid Social,621
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1547
2026-02,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,459
2026-02,Summit Auto Group,Summit Ford Rivera,Paid Search,1511
2026-02,Summit Auto Group,Summit Ford Rivera,Paid Social,633
2026-02,Summit Auto Group,Summit Honda Westland,Paid Search,1862
2026-02,Summit Auto Group,Summit Honda Westland,Paid Social,533
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,882
2026-02,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,466
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,1174
2026-02,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,485
2026-02,Summit Auto Group,Summit Kia Brookfield,Paid Search,1001
2026-02,Summit Auto Group,Summit Kia Brookfield,Paid Social,332
2026-02,Summit Auto Group,Summit Mazda Lakeside,Paid Search,794
2026-02,Summit Auto Group,Summit Mazda Lakeside,Paid Social,314
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,977
2026-02,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,381
2026-02,Summit Auto Group,Summit Subaru Northgate,Paid Search,1069
2026-02,Summit Auto Group,Summit Subaru Northgate,Paid Social,381
2026-02,Summit Auto Group,Summit Toyota of Fairview,Paid Search,1535
2026-02,Summit Auto Group,Summit Toyota of Fairview,Paid Social,800
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,846
2026-02,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,329
2026-03,Harbor Motor Group,Harbor BMW,Paid Search,1768
2026-03,Harbor Motor Group,Harbor BMW,Paid Social,501
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,1237
2026-03,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,538
2026-03,Harbor Motor Group,Harbor Ford Portside,Paid Search,1772
2026-03,Harbor Motor Group,Harbor Ford Portside,Paid Social,740
2026-03,Harbor Motor Group,Harbor Honda Seaside,Paid Search,1643
2026-03,Harbor Motor Group,Harbor Honda Seaside,Paid Social,683
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,1141
2026-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,558
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,1066
2026-03,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,323
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,1040
2026-03,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,399
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,1900
2026-03,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,643
2026-03,Summit Auto Group,Summit BMW,Paid Search,1782
2026-03,Summit Auto Group,Summit BMW,Paid Social,567
2026-03,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,1590
