period,group,store,opcode_family,ro_count,labor_revenue,parts_revenue,customer_pay,avg_hours
2025-04,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,239,41733,40402,1,1.8
2025-04,Harbor Motor Group,Harbor Toyota Bayview,Repair,140,35714,25460,1,1.8
2025-04,Harbor Motor Group,Harbor Toyota Bayview,Tires,46,8891,7157,1,2.4
2025-04,Harbor Motor Group,Harbor Toyota Bayview,Recall,31,6823,2811,0,3.0
2025-04,Harbor Motor Group,Harbor Toyota Bayview,Warranty,62,10108,12645,0,2.1
2025-04,Summit Auto Group,Summit BMW,Maintenance,208,47251,32031,1,2.0
2025-04,Summit Auto Group,Summit BMW,Repair,122,30268,12220,1,1.1
2025-04,Summit Auto Group,Summit BMW,Tires,40,9871,5782,1,0.9
2025-04,Summit Auto Group,Summit BMW,Recall,27,5144,5398,0,1.7
2025-04,Summit Auto Group,Summit BMW,Warranty,54,11193,7519,0,2.7
2025-04,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,211,44795,27439,1,1.8
2025-04,Summit Auto Group,Summit Chevrolet Glenpark,Repair,124,20053,22994,1,2.7
2025-04,Summit Auto Group,Summit Chevrolet Glenpark,Tires,41,10358,4233,1,2.9
2025-04,Summit Auto Group,Summit Chevrolet Glenpark,Recall,27,3862,5467,0,2.5
2025-04,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,55,10769,5486,0,2.9
2025-04,Summit Auto Group,Summit Ford Rivera,Maintenance,195,43625,28384,1,1.0
2025-04,Summit Auto Group,Summit Ford Rivera,Repair,114,17885,20960,1,1.5
2025-04,Summit Auto Group,Summit Ford Rivera,Tires,38,8963,5145,1,2.6
2025-04,Summit Auto Group,Summit Ford Rivera,Recall,25,5116,4577,0,2.2
2025-04,Summit Auto Group,Summit Ford Rivera,Warranty,51,9763,7947,0,1.1
2025-04,Summit Auto Group,Summit Honda Westland,Maintenance,221,33266,29547,1,1.8
2025-04,Summit Auto Group,Summit Honda Westland,Repair,129,22858,24746,1,2.1
2025-04,Summit Auto Group,Summit Honda Westland,Tires,43,10696,7353,1,2.7
2025-04,Summit Auto Group,Summit Honda Westland,Recall,28,4053,2847,0,1.1
2025-04,Summit Auto Group,Summit Honda Westland,Warranty,57,8711,7230,0,3.0
2025-04,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,149,25201,19536,1,2.9
2025-04,Summit Auto Group,Summit Hyundai Oakhurst,Repair,87,22472,18129,1,2.0
2025-04,Summit Auto Group,Summit Hyundai Oakhurst,Tires,29,6859,4194,1,2.8
2025-04,Summit Auto Group,Summit Hyundai Oakhurst,Recall,19,3534,1744,0,3.0
2025-04,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,38,8823,4762,0,2.3
2025-04,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,148,31139,16552,1,1.5
2025-04,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,86,13982,16284,1,1.1
2025-04,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,28,6204,4436,1,2.1
2025-04,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,19,4725,3971,0,2.6
2025-04,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,38,6139,7013,0,3.3
2025-04,Summit Auto Group,Summit Kia Brookfield,Maintenance,143,32707,27735,1,1.5
2025-04,Summit Auto Group,Summit Kia Brookfield,Repair,84,19909,12101,1,1.8
2025-04,Summit Auto Group,Summit Kia Brookfield,Tires,28,4261,2997,1,1.2
2025-04,Summit Auto Group,Summit Kia Brookfield,Recall,18,4090,3238,0,1.9
2025-04,Summit Auto Group,Summit Kia Brookfield,Warranty,37,6589,3369,0,2.8
2025-04,Summit Auto Group,Summit Mazda Lakeside,Maintenance,114,27743,23048,1,2.2
2025-04,Summit Auto Group,Summit Mazda Lakeside,Repair,67,12321,10478,1,0.8
2025-04,Summit Auto Group,Summit Mazda Lakeside,Tires,22,5320,4187,1,3.3
2025-04,Summit Auto Group,Summit Mazda Lakeside,Recall,14,3118,1556,0,2.4
2025-04,Summit Auto Group,Summit Mazda Lakeside,Warranty,29,4416,4670,0,2.1
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,166,36447,27218,1,1.4
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Repair,97,14103,18431,1,2.3
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Tires,32,5596,3446,1,1.5
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Recall,21,4592,3688,0,1.5
2025-04,Summit Auto Group,Summit Nissan Ridgemont,Warranty,43,10164,6523,0,2.6
2025-04,Summit Auto Group,Summit Subaru Northgate,Maintenance,128,29914,14654,1,1.1
2025-04,Summit Auto Group,Summit Subaru Northgate,Repair,75,16632,7903,1,1.6
2025-04,Summit Auto Group,Summit Subaru Northgate,Tires,25,5596,4193,1,1.8
2025-04,Summit Auto Group,Summit Subaru Northgate,Recall,16,3667,1846,0,1.9
2025-04,Summit Auto Group,Summit Subaru Northgate,Warranty,33,5723,4401,0,2.1
2025-04,Summit Auto Group,Summit Toyota of Fairview,Maintenance,272,52175,36706,1,1.7
2025-04,Summit Auto Group,Summit Toyota of Fairview,Repair,160,23708,33298,1,2.0
2025-04,Summit Auto Group,Summit Toyota of Fairview,Tires,53,9370,6124,1,3.0
2025-04,Summit Auto Group,Summit Toyota of Fairview,Recall,35,7548,4254,0,2.7
2025-04,Summit Auto Group,Summit Toyota of Fairview,Warranty,71,13827,7422,0,1.6
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,86,17995,13650,1,1.7
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Repair,51,12564,9476,1,1.2
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Tires,17,3848,3529,1,1.3
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Recall,11,2050,1391,0,1.8
2025-04,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,22,4252,3583,0,2.9
2025-05,Harbor Motor Group,Harbor BMW,Maintenance,174,39283,16523,1,2.0
2025-05,Harbor Motor Group,Harbor BMW,Repair,102,16866,12824,1,2.2
2025-05,Harbor Motor Group,Harbor BMW,Tires,34,4862,4360,1,2.4
2025-05,Harbor Motor Group,Harbor BMW,Recall,22,4687,4028,0,1.3
2025-05,Harbor Motor Group,Harbor BMW,Warranty,45,10428,6143,0,1.3
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,155,23487,20542,1,1.2
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Repair,91,17344,17412,1,2.2
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Tires,30,6206,3737,1,3.4
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Recall,20,3787,2585,0,3.3
2025-05,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,40,9124,7260,0,2.3
2025-05,Harbor Motor Group,Harbor Ford Portside,Maintenance,180,46453,30260,1,1.4
2025-05,Harbor Motor Group,Harbor Ford Portside,Repair,105,18877,17674,1,1.4
2025-05,Harbor Motor Group,Harbor Ford Portside,Tires,35,6612,6484,1,1.3
2025-05,Harbor Motor Group,Harbor Ford Portside,Recall,23,5818,3938,0,3.3
2025-05,Harbor Motor Group,Harbor Ford Portside,Warranty,47,9144,9173,0,2.5
2025-05,Harbor Motor Group,Harbor Honda Seaside,Maintenance,174,40217,36458,1,2.2
2025-05,Harbor Motor Group,Harbor Honda Seaside,Repair,102,20215,14346,1,3.0
2025-05,Harbor Motor Group,Harbor Honda Seaside,Tires,34,6877,4072,1,1.1
2025-05,Harbor Motor Group,Harbor Honda Seaside,Recall,22,5577,2455,0,0.9
2025-05,Harbor Motor Group,Harbor Honda Seaside,Warranty,45,9787,8442,0,2.6
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,160,32731,18949,1,2.6
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,93,16171,18884,1,3.4
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,31,5272,3528,1,1.8
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,20,3213,3920,0,1.9
2025-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,41,9071,6240,0,1.6
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,124,27908,17491,1,2.7
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Repair,72,13334,7221,1,2.0
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Tires,24,6096,4520,1,1.0
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Recall,16,3079,2914,0,2.2
2025-05,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,32,7664,6716,0,0.9
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,123,23672,13017,1,2.0
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Repair,72,15647,12728,1,1.1
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Tires,24,3383,4737,1,2.8
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Recall,16,2457,2720,0,1.5
2025-05,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,32,7212,5627,0,2.3
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,198,49147,27937,1,1.9
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Repair,116,17669,14680,1,1.5
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Tires,38,9439,4025,1,2.8
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Recall,25,4683,3738,0,2.5
2025-05,Harbor Motor Group,Harbor Toyota Bayview,Warranty,51,12966,6166,0,2.0
2025-05,Summit Auto Group,Summit BMW,Maintenance,200,30853,33118,1,1.0
2025-05,Summit Auto Group,Summit BMW,Repair,117,19032,10728,1,2.2
2025-05,Summit Auto Group,Summit BMW,Tires,39,6492,4271,1,1.1
2025-05,Summit Auto Group,Summit BMW,Recall,26,3737,3180,0,2.1
2025-05,Summit Auto Group,Summit BMW,Warranty,52,10859,6847,0,3.0
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,189,45589,32252,1,3.1
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Repair,110,21271,13005,1,2.9
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Tires,36,5716,3637,1,1.6
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Recall,24,3569,3815,0,3.0
2025-05,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,49,12333,10276,0,1.2
2025-05,Summit Auto Group,Summit Ford Rivera,Maintenance,197,40376,38922,1,2.1
2025-05,Summit Auto Group,Summit Ford Rivera,Repair,116,17958,19391,1,1.8
2025-05,Summit Auto Group,Summit Ford Rivera,Tires,38,9760,5776,1,1.8
2025-05,Summit Auto Group,Summit Ford Rivera,Recall,25,5881,3413,0,1.1
2025-05,Summit Auto Group,Summit Ford Rivera,Warranty,51,11381,5963,0,2.6
2025-05,Summit Auto Group,Summit Honda Westland,Maintenance,215,33841,34095,1,2.1
2025-05,Summit Auto Group,Summit Honda Westland,Repair,126,26730,22555,1,2.7
2025-05,Summit Auto Group,Summit Honda Westland,Tires,42,7501,5314,1,2.5
2025-05,Summit Auto Group,Summit Honda Westland,Recall,28,6551,2821,0,2.1
2025-05,Summit Auto Group,Summit Honda Westland,Warranty,56,14470,6949,0,3.1
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,120,26169,13892,1,2.3
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Repair,70,11007,13500,1,3.3
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Tires,23,3759,4607,1,1.6
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Recall,15,3292,2644,0,1.9
2025-05,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,31,6312,4523,0,2.7
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,184,31347,17174,1,3.3
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,108,16428,13988,1,1.5
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,36,9351,3456,1,1.4
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,24,5496,2314,0,2.0
2025-05,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,48,6812,7001,0,1.7
2025-05,Summit Auto Group,Summit Kia Brookfield,Maintenance,145,34030,15168,1,3.1
2025-05,Summit Auto Group,Summit Kia Brookfield,Repair,85,19891,13172,1,1.8
2025-05,Summit Auto Group,Summit Kia Brookfield,Tires,28,5207,5554,1,1.5
2025-05,Summit Auto Group,Summit Kia Brookfield,Recall,19,4931,3764,0,1.9
2025-05,Summit Auto Group,Summit Kia Brookfield,Warranty,38,9058,7790,0,0.9
2025-05,Summit Auto Group,Summit Mazda Lakeside,Maintenance,94,16819,9832,1,3.4
2025-05,Summit Auto Group,Summit Mazda Lakeside,Repair,55,9329,5547,1,2.6
2025-05,Summit Auto Group,Summit Mazda Lakeside,Tires,18,2898,2068,1,2.2
2025-05,Summit Auto Group,Summit Mazda Lakeside,Recall,12,2959,1234,0,1.8
2025-05,Summit Auto Group,Summit Mazda Lakeside,Warranty,24,3573,2869,0,1.9
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,155,32722,32070,1,1.2
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Repair,90,12856,9388,1,1.6
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Tires,30,6336,5778,1,1.7
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Recall,20,2824,2229,0,1.6
2025-05,Summit Auto Group,Summit Nissan Ridgemont,Warranty,40,7028,6133,0,2.8
2025-05,Summit Auto Group,Summit Subaru Northgate,Maintenance,131,28659,25783,1,2.0
2025-05,Summit Auto Group,Summit Subaru Northgate,Repair,77,15892,12307,1,2.1
2025-05,Summit Auto Group,Summit Subaru Northgate,Tires,25,5632,4513,1,2.8
2025-05,Summit Auto Group,Summit Subaru Northgate,Recall,17,2438,2104,0,1.9
2025-05,Summit Auto Group,Summit Subaru Northgate,Warranty,34,5385,5784,0,1.7
2025-05,Summit Auto Group,Summit Toyota of Fairview,Maintenance,259,52075,40901,1,1.9
2025-05,Summit Auto Group,Summit Toyota of Fairview,Repair,152,34021,20582,1,3.2
2025-05,Summit Auto Group,Summit Toyota of Fairview,Tires,50,9244,4996,1,2.1
2025-05,Summit Auto Group,Summit Toyota of Fairview,Recall,33,7585,4533,0,1.4
2025-05,Summit Auto Group,Summit Toyota of Fairview,Warranty,67,13598,6241,0,2.0
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,94,14072,14999,1,1.1
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Repair,55,7929,10336,1,2.1
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Tires,18,4531,3031,1,2.6
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Recall,12,1750,2048,0,1.2
2025-05,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,24,4309,3254,0,2.0
2025-06,Harbor Motor Group,Harbor BMW,Maintenance,168,27935,30499,1,3.2
2025-06,Harbor Motor Group,Harbor BMW,Repair,98,24210,13967,1,2.1
2025-06,Harbor Motor Group,Harbor BMW,Tires,32,4745,3330,1,1.4
2025-06,Harbor Motor Group,Harbor BMW,Recall,21,3950,2765,0,2.2
2025-06,Harbor Motor Group,Harbor BMW,Warranty,43,9220,6577,0,2.0
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,189,28165,27565,1,1.0
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Repair,111,20936,11829,1,2.3
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Tires,37,8388,5623,1,3.3
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Recall,24,4885,3466,0,2.2
2025-06,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,49,9527,6790,0,1.2
2025-06,Harbor Motor Group,Harbor Ford Portside,Maintenance,211,31558,36045,1,1.3
2025-06,Harbor Motor Group,Harbor Ford Portside,Repair,123,26987,11740,1,1.6
2025-06,Harbor Motor Group,Harbor Ford Portside,Tires,41,8001,4687,1,3.1
2025-06,Harbor Motor Group,Harbor Ford Portside,Recall,27,5640,3648,0,2.5
2025-06,Harbor Motor Group,Harbor Ford Portside,Warranty,55,8960,10015,0,1.3
2025-06,Harbor Motor Group,Harbor Honda Seaside,Maintenance,181,33603,37664,1,2.2
2025-06,Harbor Motor Group,Harbor Honda Seaside,Repair,106,24815,15742,1,3.3
2025-06,Harbor Motor Group,Harbor Honda Seaside,Tires,35,5775,6121,1,2.8
2025-06,Harbor Motor Group,Harbor Honda Seaside,Recall,23,5120,3720,0,3.2
2025-06,Harbor Motor Group,Harbor Honda Seaside,Warranty,47,11112,7596,0,0.9
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,167,34633,21732,1,2.8
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,98,21925,10063,1,1.3
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,32,6314,4691,1,3.2
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,21,4891,3625,0,1.4
2025-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,43,6089,7696,0,1.5
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,111,28202,15753,1,1.7
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Repair,65,10579,6023,1,1.8
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Tires,21,5095,2180,1,1.7
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Recall,14,3285,2191,0,0.9
2025-06,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,29,5908,4100,0,1.4
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,97,15071,17444,1,1.6
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Repair,57,8664,9530,1,1.9
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Tires,19,3878,2856,1,1.7
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Recall,12,1726,2335,0,1.8
2025-06,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,25,6335,3099,0,2.3
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,260,63727,42039,1,1.3
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Repair,152,24160,30883,1,2.3
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Tires,50,8811,7297,1,2.3
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Recall,33,6635,4646,0,1.2
2025-06,Harbor Motor Group,Harbor Toyota Bayview,Warranty,67,17341,12687,0,1.2
2025-06,Summit Auto Group,Summit BMW,Maintenance,211,42625,36767,1,2.1
2025-06,Summit Auto Group,Summit BMW,Repair,124,31422,21636,1,2.2
2025-06,Summit Auto Group,Summit BMW,Tires,41,10209,6815,1,1.8
2025-06,Summit Auto Group,Summit BMW,Recall,27,6076,2903,0,1.8
2025-06,Summit Auto Group,Summit BMW,Warranty,55,9129,6364,0,1.6
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,183,29285,31431,1,1.4
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Repair,107,15499,20910,1,1.1
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Tires,35,8325,7162,1,0.9
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Recall,23,3242,4313,0,2.2
2025-06,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,47,10273,9087,0,2.9
2025-06,Summit Auto Group,Summit Ford Rivera,Maintenance,247,60280,29780,1,3.1
2025-06,Summit Auto Group,Summit Ford Rivera,Repair,145,28688,30086,1,1.7
2025-06,Summit Auto Group,Summit Ford Rivera,Tires,48,8176,4654,1,1.0
2025-06,Summit Auto Group,Summit Ford Rivera,Recall,32,5247,4140,0,1.4
2025-06,Summit Auto Group,Summit Ford Rivera,Warranty,64,14587,6390,0,2.2
2025-06,Summit Auto Group,Summit Honda Westland,Maintenance,231,34291,48130,1,2.1
2025-06,Summit Auto Group,Summit Honda Westland,Repair,135,32788,19413,1,3.0
2025-06,Summit Auto Group,Summit Honda Westland,Tires,45,10944,7201,1,3.2
2025-06,Summit Auto Group,Summit Honda Westland,Recall,30,6249,5595,0,2.9
2025-06,Summit Auto Group,Summit Honda Westland,Warranty,60,12091,9454,0,2.4
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,150,24961,26535,1,2.7
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Repair,88,18518,11615,1,1.3
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Tires,29,6738,5997,1,2.5
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Recall,19,3641,3612,0,2.4
2025-06,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,39,5608,4836,0,1.8
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,177,27797,31279,1,1.9
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,104,25221,21119,1,2.2
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,34,4988,3119,1,2.4
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,23,5109,4234,0,1.2
2025-06,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,46,10999,6447,0,1.1
2025-06,Summit Auto Group,Summit Kia Brookfield,Maintenance,119,25386,24983,1,3.4
2025-06,Summit Auto Group,Summit Kia Brookfield,Repair,69,17663,6747,1,2.1
2025-06,Summit Auto Group,Summit Kia Brookfield,Tires,23,4241,4260,1,2.0
2025-06,Summit Auto Group,Summit Kia Brookfield,Recall,15,2530,2827,0,0.9
2025-06,Summit Auto Group,Summit Kia Brookfield,Warranty,31,7667,5018,0,2.8
2025-06,Summit Auto Group,Summit Mazda Lakeside,Maintenance,106,24733,9592,1,0.9
2025-06,Summit Auto Group,Summit Mazda Lakeside,Repair,62,9434,9148,1,2.6
2025-06,Summit Auto Group,Summit Mazda Lakeside,Tires,20,5173,2841,1,2.6
2025-06,Summit Auto Group,Summit Mazda Lakeside,Recall,13,1839,2627,0,1.6
2025-06,Summit Auto Group,Summit Mazda Lakeside,Warranty,27,4586,4139,0,1.8
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,131,29982,12054,1,2.3
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Repair,76,13224,9218,1,1.4
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Tires,25,6259,2800,1,3.1
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Recall,17,4005,2941,0,1.5
2025-06,Summit Auto Group,Summit Nissan Ridgemont,Warranty,34,6983,5211,0,3.0
2025-06,Summit Auto Group,Summit Subaru Northgate,Maintenance,127,26087,26659,1,3.4
2025-06,Summit Auto Group,Summit Subaru Northgate,Repair,74,16630,14252,1,2.7
2025-06,Summit Auto Group,Summit Subaru Northgate,Tires,24,4806,3679,1,1.0
2025-06,Summit Auto Group,Summit Subaru Northgate,Recall,16,2653,2344,0,1.9
2025-06,Summit Auto Group,Summit Subaru Northgate,Warranty,33,4701,4684,0,2.0
2025-06,Summit Auto Group,Summit Toyota of Fairview,Maintenance,235,35744,35048,1,0.9
2025-06,Summit Auto Group,Summit Toyota of Fairview,Repair,138,24366,24723,1,1.5
2025-06,Summit Auto Group,Summit Toyota of Fairview,Tires,46,9244,9198,1,1.6
2025-06,Summit Auto Group,Summit Toyota of Fairview,Recall,30,5082,5219,0,3.2
2025-06,Summit Auto Group,Summit Toyota of Fairview,Warranty,61,10501,7538,0,1.6
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,98,21767,13937,1,1.5
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Repair,57,10464,11477,1,1.1
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Tires,19,4782,2780,1,1.0
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Recall,12,2877,1663,0,2.4
2025-06,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,25,3593,4065,0,1.6
2025-07,Harbor Motor Group,Harbor BMW,Maintenance,226,32179,38955,1,3.0
2025-07,Harbor Motor Group,Harbor BMW,Repair,132,24704,18022,1,2.8
2025-07,Harbor Motor Group,Harbor BMW,Tires,44,8917,6699,1,3.3
2025-07,Harbor Motor Group,Harbor BMW,Recall,29,6768,3976,0,1.4
2025-07,Harbor Motor Group,Harbor BMW,Warranty,59,12358,10850,0,3.0
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,187,31139,32635,1,1.2
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Repair,110,17377,20804,1,1.4
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Tires,36,8032,5304,1,0.8
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Recall,24,4900,2405,0,3.3
2025-07,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,48,9255,7494,0,1.5
2025-07,Harbor Motor Group,Harbor Ford Portside,Maintenance,210,50058,26134,1,2.9
2025-07,Harbor Motor Group,Harbor Ford Portside,Repair,123,18265,19917,1,2.3
2025-07,Harbor Motor Group,Harbor Ford Portside,Tires,41,7759,5402,1,2.7
2025-07,Harbor Motor Group,Harbor Ford Portside,Recall,27,6892,2535,0,2.4
2025-07,Harbor Motor Group,Harbor Ford Portside,Warranty,54,11304,10605,0,3.1
2025-07,Harbor Motor Group,Harbor Honda Seaside,Maintenance,204,28733,27634,1,2.2
2025-07,Harbor Motor Group,Harbor Honda Seaside,Repair,119,18636,16840,1,2.9
2025-07,Harbor Motor Group,Harbor Honda Seaside,Tires,39,9500,4500,1,2.2
2025-07,Harbor Motor Group,Harbor Honda Seaside,Recall,26,3962,4739,0,2.4
2025-07,Harbor Motor Group,Harbor Honda Seaside,Warranty,53,9462,8855,0,1.4
2025-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,151,35627,25017,1,3.1
2025-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,89,13400,11899,1,1.3
2025-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,29,4068,4185,1,2.8
2025-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,19,3781,1711,0,2.7
2025-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,39,7786,4939,0,1.4
2025-07,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,114,17997,17509,1,1.3
2025-07,Harbor Motor Group,Harbor Kia Lighthouse,Repair,67,16380,11308,1,3.0
2025-07,Harbor Motor Group,Harbor Kia Lighthouse,Tires,22,3153,3099,1,1.3
2025-07,Harbor Motor Group,Harbor Kia Lighthouse,Recall,14,2659,2456,0,2.6
2025-07,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,29,5029,5269,0,1.4
2025-07,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,107,25624,10491,1,3.0
2025-07,Harbor Motor Group,Harbor Subaru Tidewater,Repair,62,12591,9838,1,2.5
2025-07,Harbor Motor Group,Harbor Subaru Tidewater,Tires,20,4911,3519,1,1.6
2025-07,Harbor Motor Group,Harbor Subaru Tidewater,Recall,13,2039,2218,0,2.3
2025-07,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,27,4296,2607,0,2.0
2025-07,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,209,45751,37098,1,1.0
2025-07,Harbor Motor Group,Harbor Toyota Bayview,Repair,122,18095,23707,1,1.2
2025-07,Harbor Motor Group,Harbor Toyota Bayview,Tires,40,8599,5625,1,2.4
2025-07,Harbor Motor Group,Harbor Toyota Bayview,Recall,27,5390,4545,0,2.3
