period,group,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2024-12,Summit Auto Group,Summit Honda Westland,Facebook,internet,191,6,3,3,14158,1204
2024-12,Summit Auto Group,Summit Honda Westland,True Car,internet,68,3,2,1,7470,2236
2024-12,Summit Auto Group,Summit Honda Westland,Radio Spot,campaign,2,0,0,0,0,344
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,158,7,4,3,18137,2436
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Cars .com,internet,117,11,6,5,30216,1797
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,CarGurus,internet,114,5,3,2,15489,2204
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,217,25,14,11,75742,
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,29,9,6,3,14291,
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Svc Conquest,service,35,11,8,3,21589,
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Direct Mail Q1,campaign,79,7,5,2,15939,3769
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,56,16,12,4,56161,
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,82,13,9,4,44180,
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Live Chat,chat,55,4,2,2,11853,522
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Facebook,internet,142,7,4,3,16600,812
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,True Car,internet,56,3,2,1,7585,1508
2024-12,Summit Auto Group,Summit Hyundai Oakhurst,Radio,campaign,1,0,0,0,0,231
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,229,13,7,6,35799,2982
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,138,12,7,5,31308,2201
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Car Gurus,internet,135,9,5,4,27813,2698
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,271,37,20,17,141727,
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,37,11,8,3,21151,
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Svc Conquest,service,46,11,8,3,26370,
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Direct Mail,campaign,106,14,10,4,38143,4615
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,70,24,17,7,78760,
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,110,26,19,7,86316,
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,55,2,1,1,5204,639
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Facebook,internet,165,6,3,3,11220,994
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,True Car,internet,58,5,3,2,13352,1846
2024-12,Summit Auto Group,Summit Jeep Ram Clearwater,Radio,campaign,2,0,0,0,0,284
2024-12,Summit Auto Group,Summit Kia Brookfield,AutoTrader.com,internet,198,23,13,10,59606,2310
2024-12,Summit Auto Group,Summit Kia Brookfield,CARS,internet,111,9,5,4,31074,1705
2024-12,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,118,10,6,4,25649,2090
2024-12,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,243,34,19,15,120132,
2024-12,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,34,8,6,2,11931,
2024-12,Summit Auto Group,Summit Kia Brookfield,Service Conquest,service,30,9,6,3,19959,
2024-12,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,80,5,4,1,12927,3575
2024-12,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,59,18,13,5,73790,
2024-12,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,75,8,6,2,28187,
2024-12,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,45,3,2,1,7461,495
2024-12,Summit Auto Group,Summit Kia Brookfield,Facebook,internet,127,5,3,2,10498,770
2024-12,Summit Auto Group,Summit Kia Brookfield,True Car,internet,57,3,2,1,7839,1430
2024-12,Summit Auto Group,Summit Kia Brookfield,Radio Spot,campaign,1,0,0,0,0,220
2024-12,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,126,17,9,8,45565,1848
2024-12,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,83,7,4,3,23143,1364
2024-12,Summit Auto Group,Summit Mazda Lakeside,CarGurus,internet,86,4,2,2,10613,1672
2024-12,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,162,24,13,11,88515,
2024-12,Summit Auto Group,Summit Mazda Lakeside,Lease Return,campaign,24,8,6,2,14792,
2024-12,Summit Auto Group,Summit Mazda Lakeside,Svc Conquest,service,25,7,5,2,15028,
2024-12,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,65,8,6,2,21472,2860
2024-12,Summit Auto Group,Summit Mazda Lakeside,Walk In,showroom,40,15,11,4,60085,
2024-12,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,53,14,10,4,40480,
2024-12,Summit Auto Group,Summit Mazda Lakeside,Website Chat,chat,37,3,2,1,7969,396
2024-12,Summit Auto Group,Summit Mazda Lakeside,Facebook,internet,101,4,2,2,7679,616
2024-12,Summit Auto Group,Summit Mazda Lakeside,True Car,internet,36,3,2,1,7292,1144
2024-12,Summit Auto Group,Summit Mazda Lakeside,Radio Spot,campaign,1,0,0,0,0,176
2024-12,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,206,13,7,6,36639,2688
2024-12,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,114,10,6,4,26940,1984
2024-12,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,129,4,2,2,10029,2432
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,282,32,18,14,108650,
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Lease Retention,campaign,35,16,12,4,25533,
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Svc Conquest,service,42,5,4,1,10302,
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Direct Mail Q1,campaign,93,12,9,3,33350,4160
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,53,16,12,4,57897,
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,96,14,10,4,45700,
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,63,8,4,4,18211,576
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Facebook,internet,148,5,3,2,10065,896
2024-12,Summit Auto Group,Summit Nissan Ridgemont,TrueCar,internet,51,5,3,2,12496,1664
2024-12,Summit Auto Group,Summit Nissan Ridgemont,Radio,campaign,2,0,0,0,0,256
2024-12,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,165,16,9,7,41308,2058
2024-12,Summit Auto Group,Summit Subaru Northgate,CARS,internet,103,12,7,5,40548,1519
2024-12,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,92,5,3,2,12281,1862
2024-12,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,221,22,12,10,71371,
2024-12,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,31,4,3,1,6190,
2024-12,Summit Auto Group,Summit Subaru Northgate,Svc Conquest,service,28,4,3,1,8014,
2024-12,Summit Auto Group,Summit Subaru Northgate,Direct Mail Q1,campaign,62,7,5,2,14689,3185
2024-12,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,48,11,8,3,40837,
2024-12,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,77,20,14,6,55827,
2024-12,Summit Auto Group,Summit Subaru Northgate,Website Chat,chat,48,4,2,2,11387,441
2024-12,Summit Auto Group,Summit Subaru Northgate,Facebook Marketplace,internet,111,4,2,2,8080,686
2024-12,Summit Auto Group,Summit Subaru Northgate,True Car,internet,42,6,3,3,17131,1274
2024-12,Summit Auto Group,Summit Subaru Northgate,Radio,campaign,1,0,0,0,0,196
2024-12,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,310,18,10,8,53288,4200
2024-12,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,196,23,13,10,77805,3100
2024-12,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,196,6,3,3,17742,3800
2024-12,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,447,50,28,22,146271,
2024-12,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,67,21,15,6,30605,
2024-12,Summit Auto Group,Summit Toyota of Fairview,Svc Conquest,service,66,14,10,4,25198,
2024-12,Summit Auto Group,Summit Toyota of Fairview,Direct Mail Q1,campaign,141,13,9,4,34975,6500
2024-12,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,106,35,25,10,118111,
2024-12,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,157,40,29,11,120272,
2024-12,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,94,8,4,4,23505,900
2024-12,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,230,11,6,5,26395,1400
2024-12,Summit Auto Group,Summit Toyota of Fairview,True Car,internet,93,9,5,4,21697,2600
2024-12,Summit Auto Group,Summit Toyota of Fairview,Radio Spot,campaign,3,0,0,0,0,400
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,113,8,4,4,20393,1680
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,65,5,3,2,15605,1240
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Car Gurus,internet,82,4,2,2,10656,1520
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,143,22,12,10,74374,
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,20,7,5,2,12430,
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Service Conquest,service,24,4,3,1,8744,
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Direct Mail Q1,campaign,43,2,1,1,5447,2600
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,40,15,11,4,61264,
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,49,6,4,2,17598,
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Chat,chat,36,1,1,0,2491,360
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Facebook,internet,91,1,1,0,2479,560
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,True Car,internet,38,3,2,1,6724,1040
2024-12,Summit Auto Group,Summit Volkswagen Eastdale,Radio Spot,campaign,1,0,0,0,0,160
2025-01,Harbor Motor Group,Harbor BMW,auto trader,internet,249,18,10,8,70996,3276
2025-01,Harbor Motor Group,Harbor BMW,Cars.com,internet,133,14,8,6,63072,2418
2025-01,Harbor Motor Group,Harbor BMW,Car Gurus,internet,142,13,7,6,61185,2964
2025-01,Harbor Motor Group,Harbor BMW,Dealer Website,internet,295,38,21,17,201817,
2025-01,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,44,14,10,4,43548,
2025-01,Harbor Motor Group,Harbor BMW,Svc Conquest,service,47,15,11,4,51864,
2025-01,Harbor Motor Group,Harbor BMW,Direct Mail Q1,campaign,93,12,9,3,43822,5070
2025-01,Harbor Motor Group,Harbor BMW,Walk In,showroom,70,20,14,6,104280,
2025-01,Harbor Motor Group,Harbor BMW,Phone Up,phone,105,20,14,6,109800,
2025-01,Harbor Motor Group,Harbor BMW,Website Chat,chat,66,6,3,3,26601,702
2025-01,Harbor Motor Group,Harbor BMW,Facebook Marketplace,internet,178,5,3,2,19012,1092
2025-01,Harbor Motor Group,Harbor BMW,True Car,internet,66,7,4,3,29807,2028
2025-01,Harbor Motor Group,Harbor BMW,Radio Spot,campaign,2,0,0,0,0,312
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,201,16,9,7,44676,2940
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,116,2,1,1,6521,2170
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,133,6,3,3,15795,2660
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,302,28,15,13,88513,
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Lease Retention,campaign,38,8,6,2,13906,
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Service Conquest,service,34,6,4,2,13270,
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Direct Mail Q1,campaign,81,6,4,2,14671,4550
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,65,24,17,7,81880,
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,99,24,17,7,79259,
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,54,4,2,2,9699,630
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,166,6,3,3,12243,979
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,63,6,3,3,15471,1819
2025-01,Harbor Motor Group,Harbor Chevrolet Marina,Radio Spot,campaign,2,0,0,0,0,280
2025-01,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,242,20,11,9,54611,3696
2025-01,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,186,13,7,6,41929,2728
2025-01,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,170,17,9,8,46195,3344
2025-01,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,318,34,19,15,131030,
2025-01,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,48,14,10,4,25629,
2025-01,Harbor Motor Group,Harbor Ford Portside,Svc Conquest,service,60,7,5,2,15963,
2025-01,Harbor Motor Group,Harbor Ford Portside,Direct Mail,campaign,103,14,10,4,36618,5720
2025-01,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,81,28,20,8,98770,
2025-01,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,139,26,19,7,77130,
2025-01,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,70,3,2,1,8160,792
2025-01,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,193,14,8,6,30044,1232
2025-01,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,86,7,4,3,19848,2288
2025-01,Harbor Motor Group,Harbor Ford Portside,Radio Spot,campaign,2,0,0,0,0,352
2025-01,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,223,10,6,4,26391,3360
2025-01,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,163,11,6,5,35591,2480
2025-01,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,161,14,8,6,42940,3040
2025-01,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,346,37,20,17,136600,
2025-01,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,43,17,12,5,27428,
2025-01,Harbor Motor Group,Harbor Honda Seaside,Svc Conquest,service,45,10,7,3,21678,
2025-01,Harbor Motor Group,Harbor Honda Seaside,Direct Mail Q1,campaign,111,13,9,4,29465,5200
2025-01,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,70,21,15,6,64863,
2025-01,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,100,20,14,6,66598,
2025-01,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,75,8,4,4,20098,720
2025-01,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,194,9,5,4,20400,1120
2025-01,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,66,2,1,1,5694,2080
2025-01,Harbor Motor Group,Harbor Honda Seaside,Radio,campaign,2,0,0,0,0,320
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,230,14,8,6,38970,2772
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,138,10,6,4,33362,2046
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,113,8,4,4,22361,2508
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,279,38,21,17,140997,
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,42,13,9,4,19293,
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Svc Conquest,service,36,4,3,1,7493,
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct Mail,campaign,88,6,4,2,14036,4290
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,58,26,19,7,96124,
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,105,21,15,6,73465,
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,49,2,1,1,5343,594
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,153,9,5,4,21643,924
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,63,8,4,4,19737,1716
2025-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Radio Spot,campaign,1,0,0,0,0,264
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,175,15,8,7,47735,2184
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,103,10,6,4,26711,1612
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,103,2,1,1,6020,1976
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,219,22,12,10,69844,
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,32,7,5,2,10329,
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Svc Conquest,service,32,6,4,2,13651,
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Direct Mail,campaign,60,4,3,1,10583,3380
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,56,24,17,7,89179,
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,62,13,9,4,37657,
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,44,5,3,2,13442,468
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Facebook,internet,128,11,6,5,23358,728
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,50,4,2,2,8697,1352
2025-01,Harbor Motor Group,Harbor Kia Lighthouse,Radio Spot,campaign,1,0,0,0,0,208
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,148,5,3,2,12660,1974
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,102,7,4,3,24194,1457
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,90,4,2,2,10036,1786
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,176,27,15,12,78576,
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,26,8,6,2,12459,
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Service Conquest,service,28,2,1,1,4410,
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Direct Mail Q1,campaign,62,6,4,2,16498,3055
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,47,14,10,4,55629,
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,67,13,9,4,40180,
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,42,1,1,0,2550,423
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,FB Marketplace,internet,111,4,2,2,7923,658
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,True Car,internet,39,2,1,1,4550,1222
2025-01,Harbor Motor Group,Harbor Subaru Tidewater,Radio Spot,campaign,1,0,0,0,0,188
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,274,18,10,8,54262,3990
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,182,23,13,10,74013,2945
2025-01,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,159,11,6,5,26931,3610
2025-01,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,429,58,32,26,175490,
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,51,10,7,3,15609,
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Svc Conquest,service,52,12,9,3,24705,
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Direct Mail,campaign,125,11,8,3,25553,6175
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,98,38,27,11,145802,
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,140,34,24,10,102728,
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Website Chat,chat,89,11,6,5,30466,855
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,213,9,5,4,20005,1330
2025-01,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,85,7,4,3,17576,2470
2025-01,Harbor Motor Group,Harbor Toyota Bayview,Radio Spot,campaign,3,0,0,0,0,380
2025-01,Summit Auto Group,Summit BMW,Autotrader,internet,260,16,9,7,69122,3486
2025-01,Summit Auto Group,Summit BMW,Cars .com,internet,166,7,4,3,36677,2573
2025-01,Summit Auto Group,Summit BMW,cargurus.com,internet,151,10,6,4,49294,3154
2025-01,Summit Auto Group,Summit BMW,Dealer Website,internet,348,46,25,21,229712,
2025-01,Summit Auto Group,Summit BMW,Lease Return,campaign,51,16,12,4,48951,
2025-01,Summit Auto Group,Summit BMW,Service Conquest,service,47,7,5,2,24381,
2025-01,Summit Auto Group,Summit BMW,Direct Mail,campaign,90,9,6,3,33057,5395
2025-01,Summit Auto Group,Summit BMW,Walk-In,showroom,90,30,22,8,163890,
2025-01,Summit Auto Group,Summit BMW,Inbound Phone,phone,109,19,14,5,81461,
2025-01,Summit Auto Group,Summit BMW,Chat,chat,79,3,2,1,13562,747
2025-01,Summit Auto Group,Summit BMW,Facebook,internet,189,10,6,4,35492,1162
2025-01,Summit Auto Group,Summit BMW,TrueCar,internet,83,11,6,5,47652,2158
2025-01,Summit Auto Group,Summit BMW,Radio,campaign,2,0,0,0,0,332
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,260,17,9,8,54111,3276
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Cars .com,internet,149,17,9,8,47597,2418
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,163,13,7,6,37460,2964
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,354,36,20,16,124086,
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,39,14,10,4,25921,
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Svc Conquest,service,51,14,10,4,25688,
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Direct Mail,campaign,88,7,5,2,17615,5070
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,67,23,17,6,74336,
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,110,21,15,6,65755,
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Chat,chat,64,3,2,1,7443,702
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,FB Marketplace,internet,183,11,6,5,21542,1092
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,80,7,4,3,19512,2028
2025-01,Summit Auto Group,Summit Chevrolet Glenpark,Radio Spot,campaign,2,0,0,0,0,312
2025-01,Summit Auto Group,Summit Ford Rivera,ATC,internet,292,13,7,6,39203,3864
2025-01,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,197,16,9,7,41795,2852
2025-01,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,164,11,6,5,26525,3496
2025-01,Summit Auto Group,Summit Ford Rivera,Website,internet,430,56,31,25,203944,
2025-01,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,59,18,13,5,31456,
2025-01,Summit Auto Group,Summit Ford Rivera,Service Conquest,service,50,10,7,3,18236,
2025-01,Summit Auto Group,Summit Ford Rivera,Direct Mail Q1,campaign,113,14,10,4,31166,5980
2025-01,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,80,34,24,10,111885,
2025-01,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,115,24,17,7,86233,
2025-01,Summit Auto Group,Summit Ford Rivera,Live Chat,chat,88,6,3,3,16093,828
2025-01,Summit Auto Group,Summit Ford Rivera,Facebook,internet,197,11,6,5,26593,1288
2025-01,Summit Auto Group,Summit Ford Rivera,TrueCar,internet,88,13,7,6,33870,2392
2025-01,Summit Auto Group,Summit Ford Rivera,Radio,campaign,3,0,0,0,0,368
2025-01,Summit Auto Group,Summit Honda Westland,auto trader,internet,288,23,13,10,62191,3612
2025-01,Summit Auto Group,Summit Honda Westland,Cars.com,internet,165,6,3,3,18894,2666
2025-01,Summit Auto Group,Summit Honda Westland,CarGurus,internet,171,14,8,6,37694,3268
2025-01,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,347,42,23,19,146228,
2025-01,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,49,17,12,5,32837,
2025-01,Summit Auto Group,Summit Honda Westland,Svc Conquest,service,48,15,11,4,35043,
2025-01,Summit Auto Group,Summit Honda Westland,Direct Mail Q1,campaign,124,11,8,3,29563,5590
2025-01,Summit Auto Group,Summit Honda Westland,Walk In,showroom,77,26,19,7,100567,
2025-01,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,115,14,10,4,40082,
2025-01,Summit Auto Group,Summit Honda Westland,Website Chat,chat,86,8,4,4,22079,774
2025-01,Summit Auto Group,Summit Honda Westland,Facebook,internet,189,11,6,5,24157,1204
2025-01,Summit Auto Group,Summit Honda Westland,True Car,internet,85,4,2,2,11439,2236
2025-01,Summit Auto Group,Summit Honda Westland,Radio Spot,campaign,2,0,0,0,0,344
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,187,15,8,7,49996,2436
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Cars .com,internet,120,9,5,4,26174,1797
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,CarGurus,internet,99,9,5,4,21927,2204
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,246,28,15,13,106074,
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,29,10,7,3,17221,
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Svc Conquest,service,37,8,6,2,16021,
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Direct Mail Q1,campaign,84,5,4,1,12759,3769
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,53,17,12,5,53919,
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,81,20,14,6,58293,
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Live Chat,chat,46,7,4,3,16935,522
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Facebook,internet,125,4,2,2,9329,812
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,True Car,internet,51,1,1,0,2662,1508
2025-01,Summit Auto Group,Summit Hyundai Oakhurst,Radio,campaign,1,0,0,0,0,231
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,239,15,8,7,47268,2982
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,140,15,8,7,49904,2201
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Car Gurus,internet,148,6,3,3,17681,2698
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,253,22,12,10,72828,
