stock_number,group,store,new_used,make,model,model_year,days_on_lot,list_price,cost,price_to_market_pct,vdp_views_30d,leads_30d
S31549,Summit Auto Group,Summit Jeep Ram Clearwater,used,Kia,K5,2025,29,25998,24370,101.9,33,0
S31575,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Grand Cherokee,2026,29,39505,34424,97.4,122,5
S31164,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sportage,2026,29,42725,37886,100.4,15,5
S31172,Summit Auto Group,Summit Kia Brookfield,used,BMW,i4,2022,29,32210,30820,105.9,116,2
S31265,Summit Auto Group,Summit Kia Brookfield,used,Honda,CR-V,2022,29,19937,17612,95.5,316,1
S30193,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Highlander,2022,29,17234,15639,101.8,499,0
S30200,Summit Auto Group,Summit Toyota of Fairview,used,Kia,Seltos,2019,29,30519,27678,102.0,95,0
S31685,Summit Auto Group,Summit Volkswagen Eastdale,used,Volkswagen,Golf GTI,2023,29,24137,22165,105.4,134,1
S31707,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Jetta,2026,29,36970,35071,93.0,143,5
S33194,Harbor Motor Group,Harbor BMW,new,BMW,5 Series,2026,28,77611,67729,96.2,41,1
S33209,Harbor Motor Group,Harbor BMW,used,BMW,X3,2024,28,37664,33506,97.5,283,0
S33226,Harbor Motor Group,Harbor BMW,new,BMW,X5,2026,28,75246,66173,102.9,506,1
S33273,Harbor Motor Group,Harbor BMW,used,Jeep Ram,Compass,2018,28,50884,44152,93.7,80,3
S32617,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,28,47338,43444,97.1,292,5
S32673,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2022,28,18462,17695,99.1,83,0
S32697,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Silverado,2026,28,49968,45985,97.4,145,0
S32701,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Traverse,2026,28,39650,37642,93.7,54,0
S32720,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,28,39172,35502,96.6,72,0
S32722,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Trax,2026,28,42679,40383,100.0,171,1
S32435,Harbor Motor Group,Harbor Ford Portside,used,Ford,Escape,2021,28,19757,17385,97.3,104,3
S32438,Harbor Motor Group,Harbor Ford Portside,used,Jeep Ram,Compass,2025,28,20074,18690,95.1,74,2
S32458,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,28,37428,33116,100.6,95,1
S32493,Harbor Motor Group,Harbor Ford Portside,new,Ford,Mustang,2026,28,42419,40220,98.4,256,2
S32500,Harbor Motor Group,Harbor Ford Portside,new,Ford,Mustang,2026,28,43868,40253,103.2,21,3
S32516,Harbor Motor Group,Harbor Ford Portside,new,Ford,Bronco,2026,28,37209,32871,98.6,103,2
S32518,Harbor Motor Group,Harbor Ford Portside,used,Ford,F-150,2019,28,31524,27180,95.9,83,3
S32570,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,28,43706,41648,96.5,180,0
S32227,Harbor Motor Group,Harbor Honda Seaside,new,Honda,HR-V,2026,28,38598,36791,93.9,487,0
S32235,Harbor Motor Group,Harbor Honda Seaside,used,BMW,3 Series,2022,28,31346,29051,99.1,0,0
S32334,Harbor Motor Group,Harbor Honda Seaside,new,Honda,CR-V,2026,28,49421,43795,98.4,41,0
S32367,Harbor Motor Group,Harbor Honda Seaside,new,Honda,HR-V,2026,28,50079,45373,96.3,130,0
S33003,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Wrangler,2026,28,30703,27916,96.9,156,2
S32794,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,28,37365,33035,99.8,38,2
S32815,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Sportage,2021,28,27933,26089,95.0,121,1
S32827,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,28,47398,44987,99.3,114,3
S32873,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,28,28929,27095,97.5,191,2
S32962,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Ascent,2026,28,37623,35490,102.3,212,1
S32049,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tundra,2021,28,17694,16046,101.3,73,1
S32062,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,28,42106,36456,105.2,16,5
S32112,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tundra,2024,28,21521,19116,96.1,16,0
S32139,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,28,29313,26753,96.4,24,1
S31802,Summit Auto Group,Summit BMW,new,BMW,i4,2026,28,46187,41574,104.9,59,0
S30699,Summit Auto Group,Summit Chevrolet Glenpark,used,Ford,F-150,2020,28,23838,21328,98.2,112,2
S30638,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,28,43566,37764,105.6,59,0
S30245,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,28,48177,43506,102.2,309,5
S30377,Summit Auto Group,Summit Honda Westland,used,Subaru,Ascent,2024,28,17316,15412,94.4,1,2
S31065,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,28,46049,42898,93.2,131,0
S31102,Summit Auto Group,Summit Hyundai Oakhurst,used,Chevrolet,Traverse,2025,28,18239,16164,103.3,46,0
S31612,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 1500,2026,28,29837,25790,95.0,100,0
S31146,Summit Auto Group,Summit Kia Brookfield,used,Kia,Sportage,2020,28,25980,22599,103.4,31,0
S31338,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-5,2026,28,44820,43327,95.6,71,5
S30986,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Pathfinder,2024,28,23675,22512,105.7,155,0
S30071,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tacoma,2026,28,43649,38245,100.7,33,1
S30143,Summit Auto Group,Summit Toyota of Fairview,used,Hyundai,Kona,2021,28,22429,21197,100.5,10,1
S30170,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Corolla,2022,28,27880,25447,101.1,0,1
S30174,Summit Auto Group,Summit Toyota of Fairview,used,BMW,X3,2018,28,18992,17645,98.9,51,0
S30184,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,28,29338,26276,101.7,77,0
S31711,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Atlas,2026,28,45306,40520,99.2,184,5
S33260,Harbor Motor Group,Harbor BMW,new,BMW,3 Series,2026,27,50904,49114,100.3,19,0
S33342,Harbor Motor Group,Harbor BMW,used,Subaru,Ascent,2018,27,47332,41961,96.2,206,0
S32726,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Traverse,2025,27,31380,27685,93.1,406,1
S32734,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Malibu,2020,27,18377,17690,100.6,26,0
S32553,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,27,41971,37648,95.1,172,1
S32579,Harbor Motor Group,Harbor Ford Portside,new,Ford,Bronco,2026,27,49604,47438,96.1,165,0
S32346,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,27,40001,38765,94.3,607,3
S33018,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Compass,2024,27,18208,16902,99.3,73,3
S33032,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Compass,2026,27,34778,30055,105.8,14,0
S33038,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Compass,2026,27,28222,25430,105.7,118,1
S33049,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,27,37593,33988,93.6,65,2
S33127,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Compass,2026,27,30332,26272,104.0,347,0
S33134,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,27,42969,37018,104.6,67,1
S32783,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Sportage,2026,27,50767,45523,104.3,96,0
S32983,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Outback,2026,27,50605,45282,98.7,301,5
S32987,Harbor Motor Group,Harbor Subaru Tidewater,used,Chevrolet,Tahoe,2024,27,24245,21136,94.5,179,0
S32998,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,WRX,2026,27,40889,39027,94.3,170,0
S31968,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,RAV4,2025,27,29078,25189,94.0,10,5
S32018,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tundra,2026,27,38397,34178,95.1,274,0
S32042,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tundra,2026,27,44367,41467,103.7,221,0
S31822,Summit Auto Group,Summit BMW,used,BMW,5 Series,2019,27,41242,39727,103.4,38,5
S31952,Summit Auto Group,Summit BMW,new,BMW,i4,2026,27,50280,45302,99.9,30,0
S30505,Summit Auto Group,Summit Ford Rivera,used,Kia,Seltos,2021,27,27805,24208,99.2,21,3
S30625,Summit Auto Group,Summit Ford Rivera,used,Jeep Ram,Compass,2025,27,30837,29297,99.4,151,1
S30307,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,27,40036,37647,100.4,72,0
S30380,Summit Auto Group,Summit Honda Westland,used,BMW,X3,2020,27,23345,20445,103.8,253,0
S31109,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Elantra,2019,27,26059,23315,98.4,177,0
S31113,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Santa Fe,2026,27,45990,43110,102.2,8,0
S31532,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Wrangler,2018,27,31655,30276,97.1,63,5
S31667,Summit Auto Group,Summit Jeep Ram Clearwater,used,Chevrolet,Traverse,2022,27,20564,19206,104.4,24,0
S31165,Summit Auto Group,Summit Kia Brookfield,used,BMW,X5,2018,27,23816,21615,101.3,241,0
S31312,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-5,2026,27,33983,29240,101.1,293,1
S31340,Summit Auto Group,Summit Mazda Lakeside,used,Chevrolet,Malibu,2020,27,17387,15976,105.5,196,0
S30896,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Kicks,2026,27,38898,35250,101.9,37,5
S30922,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,27,47987,46351,97.3,233,2
S30965,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Pathfinder,2023,27,22525,21813,97.9,102,5
S31406,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,27,49413,46806,101.8,149,1
S31407,Summit Auto Group,Summit Subaru Northgate,used,Toyota,Tundra,2019,27,30739,26633,101.6,408,1
S31440,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,27,38323,35482,93.2,22,3
S30029,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,RAV4,2026,27,44578,41157,101.7,62,1
S30112,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Highlander,2026,27,49009,44946,94.2,130,0
S32716,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Silverado,2026,26,32094,28061,97.3,69,1
S32718,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Traverse,2019,26,23236,20753,97.1,9,1
S32735,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Trax,2026,26,41505,36527,105.9,49,0
S32416,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,26,40483,36585,102.7,82,5
S32215,Harbor Motor Group,Harbor Honda Seaside,used,Honda,HR-V,2019,26,29079,25665,101.1,300,0
S32258,Harbor Motor Group,Harbor Honda Seaside,used,Kia,Telluride,2019,26,27283,23966,95.5,699,1
S32269,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,26,34702,29896,101.6,241,1
S33015,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 1500,2026,26,43624,40531,103.0,524,0
S33082,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Compass,2025,26,18583,16186,103.1,118,0
S33084,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Ram 2500,2024,26,18425,15845,105.1,122,1
S33116,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,26,43588,41794,95.4,285,0
S32771,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Sportage,2018,26,19267,16861,99.3,68,0
S32910,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Ascent,2026,26,32938,31622,100.5,74,1
S32985,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Outback,2026,26,46531,40553,99.8,220,0
S32990,Harbor Motor Group,Harbor Subaru Tidewater,used,Subaru,Ascent,2023,26,17144,15861,93.7,33,2
S32994,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Outback,2026,26,46145,40026,102.4,58,1
S31982,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Camry,2026,26,37563,34880,96.5,324,1
S31833,Summit Auto Group,Summit BMW,new,BMW,i4,2026,26,77389,70041,105.1,235,1
S31863,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,26,44661,40427,99.3,251,0
S31917,Summit Auto Group,Summit BMW,new,BMW,i4,2026,26,78078,72654,104.9,39,0
S30733,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,26,36638,33539,93.4,97,1
S30773,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Malibu,2026,26,50438,48827,104.4,33,1
S30810,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Silverado,2026,26,42911,37221,100.6,46,0
S30548,Summit Auto Group,Summit Ford Rivera,used,Toyota,Highlander,2023,26,17534,16238,95.4,204,1
S30566,Summit Auto Group,Summit Ford Rivera,new,Ford,Explorer,2026,26,37716,35269,94.2,14,1
S30587,Summit Auto Group,Summit Ford Rivera,new,Ford,F-150,2026,26,30976,28987,98.2,83,0
S30324,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,26,29057,25663,97.4,28,0
S30382,Summit Auto Group,Summit Honda Westland,new,Honda,Accord,2026,26,38508,35801,100.9,322,2
S30390,Summit Auto Group,Summit Honda Westland,used,Honda,Civic,2020,26,21075,19266,94.0,159,1
S31026,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Sonata,2026,26,46450,44227,97.5,165,5
S31037,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Santa Fe,2026,26,36076,33113,103.1,422,0
S31074,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Tucson,2026,26,50777,44255,102.0,204,3
S31077,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Santa Fe,2023,26,29896,27786,102.3,23,1
S31601,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Gladiator,2021,26,20719,18131,98.1,28,0
S31246,Summit Auto Group,Summit Kia Brookfield,used,Hyundai,Kona,2023,26,26662,23127,104.0,48,5
S31289,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,MX-5,2026,26,46674,43656,94.9,120,0
S31308,Summit Auto Group,Summit Mazda Lakeside,used,Mazda,CX-90,2020,26,24953,23278,105.4,32,1
S30892,Summit Auto Group,Summit Nissan Ridgemont,used,Subaru,WRX,2023,26,17173,16433,103.9,421,1
S30907,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Sentra,2025,26,16833,15551,95.2,157,3
S30004,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,RAV4,2020,26,25664,22220,96.7,190,0
S30024,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tacoma,2026,26,45430,40391,101.4,76,1
S30046,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,26,47495,43385,94.4,101,3
S30062,Summit Auto Group,Summit Toyota of Fairview,used,Hyundai,Elantra,2024,26,30699,28970,94.2,148,2
S31706,Summit Auto Group,Summit Volkswagen Eastdale,used,Volkswagen,Atlas,2021,26,18916,18194,100.0,182,0
S33212,Harbor Motor Group,Harbor BMW,used,BMW,X3,2019,25,29138,25880,93.7,8,1
S33223,Harbor Motor Group,Harbor BMW,used,Honda,HR-V,2025,25,44011,38094,104.8,14,0
S32605,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2022,25,24584,21535,101.1,641,2
S32678,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Traverse,2026,25,30120,26242,96.9,47,0
S32705,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Silverado,2025,25,26751,23518,93.6,549,0
S32762,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Equinox,2026,25,47444,44594,102.1,189,0
S32461,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,25,48135,44272,101.6,312,3
S32477,Harbor Motor Group,Harbor Ford Portside,used,Kia,K5,2024,25,29946,28597,103.2,53,0
S32202,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Civic,2026,25,41433,40150,105.6,269,0
S32366,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Odyssey,2026,25,40097,35272,95.4,208,0
S33078,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,25,50334,43910,94.7,26,5
S32847,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,K5,2026,25,29808,28844,103.9,325,3
S32851,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,K5,2026,25,31781,29543,100.5,561,2
S32918,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Outback,2026,25,50417,47899,102.4,35,1
S32993,Harbor Motor Group,Harbor Subaru Tidewater,used,Ford,Escape,2019,25,23804,22593,99.2,15,0
S31995,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Corolla,2019,25,17603,16798,93.8,0,1
S32048,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,25,38161,32918,105.6,174,0
S32057,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,25,44833,40645,95.4,136,0
S32080,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,25,49378,45502,102.3,265,2
S31794,Summit Auto Group,Summit BMW,new,BMW,X3,2026,25,47013,42525,98.3,39,1
S31798,Summit Auto Group,Summit BMW,new,BMW,X3,2026,25,81868,79168,98.4,37,3
S31908,Summit Auto Group,Summit BMW,used,Kia,Sorento,2021,25,32283,31024,97.2,116,0
S30735,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,25,38293,37140,102.1,232,1
S30485,Summit Auto Group,Summit Ford Rivera,new,Ford,Explorer,2026,25,41297,37508,95.5,266,3
S30561,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,25,38108,34261,106.0,82,1
S30592,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,25,37282,35750,97.6,47,2
S30402,Summit Auto Group,Summit Honda Westland,new,Honda,Odyssey,2026,25,34077,32010,93.5,496,1
S31015,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Tucson,2026,25,35316,33227,104.3,185,1
S31058,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,25,32821,30146,93.4,13,0
S31088,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Elantra,2026,25,40661,36571,96.8,160,2
S31522,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Compass,2025,25,30922,28909,93.3,113,0
S31159,Summit Auto Group,Summit Kia Brookfield,used,Jeep Ram,Wrangler,2022,25,19139,17719,104.1,59,0
S31189,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,25,47826,42291,99.7,12,0
S31219,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,25,37099,34813,94.2,73,0
S31220,Summit Auto Group,Summit Kia Brookfield,used,Kia,Seltos,2024,25,20062,19459,103.7,500,5
S31233,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sorento,2026,25,38034,33977,104.0,32,1
S31234,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sportage,2026,25,48618,45183,96.0,167,2
S31307,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,Mazda3,2026,25,38703,34903,97.4,42,0
S30140,Summit Auto Group,Summit Toyota of Fairview,used,BMW,X5,2018,25,23575,22558,100.2,37,3
S30160,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,25,26957,25644,99.2,9,2
S33275,Harbor Motor Group,Harbor BMW,new,BMW,i4,2026,24,56078,54071,101.5,98,1
S32619,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2022,24,25304,22992,104.7,20,1
S32389,Harbor Motor Group,Harbor Ford Portside,used,Toyota,Corolla,2024,24,22273,20786,96.1,59,1
S32520,Harbor Motor Group,Harbor Ford Portside,new,Ford,Maverick,2026,24,39248,34268,97.3,33,1
S32588,Harbor Motor Group,Harbor Ford Portside,used,Chevrolet,Traverse,2019,24,21914,19427,105.9,182,3
S32300,Harbor Motor Group,Harbor Honda Seaside,used,Jeep Ram,Compass,2025,24,26018,24975,103.1,56,0
S33136,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,24,45516,40024,103.7,161,5
S33155,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Wrangler,2026,24,28323,25388,94.3,146,2
S32786,Harbor Motor Group,Harbor Kia Lighthouse,used,Honda,CR-V,2022,24,21134,19655,100.8,52,0
S32966,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Crosstrek,2026,24,43251,41426,101.5,4,0
S32969,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Crosstrek,2026,24,30680,28919,101.8,9,0
S32006,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tacoma,2023,24,27639,25104,103.2,179,5
S32100,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,24,41965,39311,93.1,64,5
S32109,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,24,40623,35647,94.1,77,2
S32166,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,24,32628,28083,98.6,83,1
S31791,Summit Auto Group,Summit BMW,used,BMW,X5,2023,24,46619,40830,104.2,240,2
S31933,Summit Auto Group,Summit BMW,used,Chevrolet,Trax,2024,24,44982,41529,97.3,17,0
S30326,Summit Auto Group,Summit Honda Westland,used,BMW,X1,2019,24,24023,23053,103.0,348,1
S30367,Summit Auto Group,Summit Honda Westland,used,Honda,HR-V,2022,24,27042,23356,94.7,123,0
S30421,Summit Auto Group,Summit Honda Westland,used,Nissan,Sentra,2022,24,26909,25184,100.6,124,0
S30430,Summit Auto Group,Summit Honda Westland,used,Honda,Accord,2019,24,30759,27976,94.7,566,2
S31009,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,24,32108,28653,100.4,446,0
S31033,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,24,49526,47119,98.8,20,0
S31038,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Sonata,2026,24,47459,45340,105.8,369,0
S31117,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Elantra,2026,24,41117,38982,105.3,105,0
S31511,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 2500,2026,24,43026,38250,98.0,101,5
S31518,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 1500,2026,24,43763,41875,99.2,6,1
S31525,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 2500,2026,24,30563,26317,101.5,21,1
S31565,Summit Auto Group,Summit Jeep Ram Clearwater,used,Nissan,Frontier,2018,24,18448,17531,94.8,52,0
S31166,Summit Auto Group,Summit Kia Brookfield,used,Kia,Sportage,2023,24,17758,16843,97.9,58,0
S31197,Summit Auto Group,Summit Kia Brookfield,new,Kia,Seltos,2026,24,40555,37724,98.5,24,1
S31204,Summit Auto Group,Summit Kia Brookfield,used,Kia,Seltos,2018,24,31447,30202,100.2,311,1
S31273,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,24,35467,32708,103.2,13,5
S31276,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sportage,2026,24,30781,26793,104.0,82,3
S31344,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-90,2026,24,49652,46900,94.2,44,0
S30858,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Rogue,2018,24,18246,15936,94.5,159,2
S30904,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Kicks,2026,24,30875,27113,101.1,106,0
S30962,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,24,44446,42032,101.3,84,1
S30979,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Kicks,2026,24,41798,38620,105.8,284,1
S31439,Summit Auto Group,Summit Subaru Northgate,used,Kia,Forte,2025,24,18192,17079,95.7,64,5
S30048,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,24,50899,43922,104.2,365,3
S30076,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Highlander,2026,24,42144,36799,99.6,196,1
S30092,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,24,48814,44336,98.0,301,1
S30134,Summit Auto Group,Summit Toyota of Fairview,used,Ford,Bronco,2021,24,17341,16383,100.8,136,2
S30147,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tacoma,2026,24,33196,30461,96.9,1,0
S30158,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,24,33763,32553,95.4,66,2
S30159,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tundra,2021,24,27996,25631,104.5,59,0
S30179,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,24,39694,38002,104.8,57,3
S30191,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,24,47211,41560,105.5,56,0
S31743,Summit Auto Group,Summit Volkswagen Eastdale,used,Subaru,Crosstrek,2021,24,20513,18822,99.0,504,1
S33182,Harbor Motor Group,Harbor BMW,used,BMW,3 Series,2024,23,43740,41405,100.7,79,1
S33190,Harbor Motor Group,Harbor BMW,used,Nissan,Kicks,2024,23,46208,43515,93.6,47,1
S32639,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Tahoe,2022,23,31885,29742,102.5,79,1
S32641,Harbor Motor Group,Harbor Chevrolet Marina,used,Honda,HR-V,2021,23,30718,27333,95.8,53,2
S32755,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2020,23,24126,21090,101.1,173,0
S32445,Harbor Motor Group,Harbor Ford Portside,used,Ford,Bronco,2025,23,20823,18801,95.6,727,0
S32573,Harbor Motor Group,Harbor Ford Portside,new,Ford,Mustang,2026,23,46204,41890,98.4,315,2
S32318,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Odyssey,2026,23,47867,45479,99.3,21,5
S32328,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,23,29213,26938,102.4,84,3
S33023,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Honda,HR-V,2022,23,19950,18143,102.1,65,1
